joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.6089,0.21582,0,0,0.0999999,0,-9,-1255,0,-9,-96.0678,-1158.93,0.004
1.4778,1.47636,0.6093,0.21582,0,-2.87909e-05,0.0999996,0,-9,-1256,-0,-9,-96.0678,-1159.93,0.008
1.4778,1.47636,0.6097,0.215826,0,9.59697e-06,0.0999991,0.000489446,-9,-1257,5.38585e-09,-9,-96.0677,-1160.93,0.012
1.4778,1.47636,0.6101,0.215914,0,6.39798e-06,0.0999984,0.00766798,-9,-1252,5.62737e-08,-9,-96.0659,-1155.93,0.016
1.4778,1.47636,0.6105,0.216106,0,3.30562e-05,0.0999975,0.0211485,-9,-1241,8.02561e-07,-9,-96.0618,-1144.94,0.02
1.4778,1.47636,0.6109,0.216395,0,-6.75343e-06,0.0999964,0.0381107,-9,-1228,-2.9584e-07,-9,-96.0557,-1131.94,0.024
1.4778,1.47636,0.6113,0.21678,0,-4.50228e-06,0.0999951,0.057509,-9,-1212,-2.98111e-07,-9,-96.0476,-1115.95,0.028
1.4778,1.47636,0.6117,0.217253,0,-3.00152e-06,0.0999937,0.0777829,-9,-1195,-2.69353e-07,-9,-96.0376,-1098.96,0.032
1.4778,1.47636,0.6121,0.217806,0,2.67899e-05,0.099992,0.0979207,-9,-1178,3.03372e-06,-9,-96.0258,-1081.97,0.036
1.4778,1.47636,0.6125,0.218419,0,-1.0931e-05,0.0999901,0.116413,-9,-1162,-1.47548e-06,-9,-96.0128,-1065.99,0.04
1.4778,1.47636,0.6129,0.219082,0,-7.28732e-06,0.099988,0.132859,-9,-1148,-1.1258e-06,-9,-95.9986,-1052,0.044
1.4778,1.47636,0.6133,0.219795,0,-4.85822e-06,0.0999858,0.14791,-9,-1135,-8.38103e-07,-9,-95.9834,-1039.02,0.048
1.4778,1.47636,0.6137,0.220522,0,2.55521e-05,0.0999833,0.159241,-9,-1124,4.76041e-06,-9,-95.9677,-1028.03,0.052
1.4778,1.47636,0.6141,0.221277,0,1.70347e-05,0.0999806,0.169069,-9,-1115,3.38024e-06,-9,-95.9515,-1019.05,0.056
1.4778,1.47636,0.6145,0.222018,0,-1.74344e-05,0.0999778,0.174498,-9,-1110,-3.58182e-06,-9,-95.9354,-1014.06,0.06
1.4778,1.47636,0.614899,0.222748,0,1.7168e-05,0.0999747,0.177109,-9,-1107,3.59084e-06,-9,-95.9196,-1011.08,0.064
1.4778,1.47636,0.615299,0.223456,0,-1.73456e-05,0.0999715,0.177094,-9,-1106,-3.63844e-06,-9,-95.9042,-1010.1,0.068
1.4778,1.47636,0.615699,0.224151,0,-1.15637e-05,0.0999681,0.175961,-9,-1106,-2.41709e-06,-9,-95.889,-1010.11,0.072
1.4778,1.47636,0.616099,0.224837,0,-7.70916e-06,0.0999644,0.174458,-9,-1106,-1.60218e-06,-9,-95.874,-1010.13,0.076
1.4778,1.47636,0.616499,0.225527,0,2.36515e-05,0.0999606,0.173858,-9,-1106,4.91256e-06,-9,-95.8589,-1010.14,0.08
1.4778,1.47636,0.616899,0.226222,0,1.57677e-05,0.0999566,0.173804,-9,-1105,3.28341e-06,-9,-95.8436,-1009.16,0.084
1.4778,1.47636,0.617299,0.226927,0,1.05118e-05,0.0999524,0.174632,-9,-1104,2.20574e-06,-9,-95.828,-1008.17,0.088
1.4778,1.47636,0.617698,0.227619,0,7.00785e-06,0.099948,0.174089,-9,-1103,1.47009e-06,-9,-95.8126,-1007.19,0.092
1.4778,1.47636,0.618098,0.228308,0,4.6719e-06,0.0999434,0.173497,-9,-1103,9.79476e-07,-9,-95.7973,-1007.2,0.096
1.4778,1.47636,0.618498,0.228975,0,-2.56763e-05,0.0999387,0.171174,-9,-1104,-5.32541e-06,-8.99999,-95.7825,-1008.22,0.1
1.4778,1.47636,0.618898,0.22963,0,1.16734e-05,0.0999337,0.168732,-9,-1106,2.39293e-06,-9,-95.7678,-1010.23,0.104
1.4778,1.47636,0.619297,0.230275,0,7.78225e-06,0.0999285,0.16627,-9,-1107,1.57611e-06,-9,-95.7534,-1011.25,0.108
1.4778,1.47636,0.619697,0.23091,0,5.18817e-06,0.0999232,0.163707,-9,-1108,1.03719e-06,-9,-95.7391,-1012.26,0.112
1.4778,1.47636,0.620097,0.231545,0,3.45878e-06,0.0999176,0.162084,-9,-1109,6.86352e-07,-9,-95.7248,-1013.28,0.116
1.4778,1.47636,0.620496,0.232159,0,2.30585e-06,0.0999119,0.159218,-9,-1111,4.50581e-07,-9,-95.7109,-1015.29,0.12
1.4778,1.47636,0.620896,0.232766,0,1.53723e-06,0.099906,0.156702,-9,-1112,2.96357e-07,-9,-95.6972,-1016.3,0.124
1.4778,1.47636,0.621296,0.233351,0,1.02482e-06,0.0998999,0.153269,-9,-1115,1.93693e-07,-9,-95.6839,-1019.32,0.128
1.4778,1.47636,0.621695,0.233928,0,6.83215e-07,0.0998936,0.150202,-9,-1117,1.26835e-07,-9,-95.6707,-1021.33,0.132
1.4778,1.47636,0.622095,0.234489,0,-2.83354e-05,0.0998871,0.14692,-9,-1119,-5.15678e-06,-8.99999,-95.6579,-1023.34,0.136
1.4778,1.47636,0.622494,0.235041,0,9.90063e-06,0.0998804,0.143983,-9,-1121,1.76965e-06,-9,-95.6453,-1025.35,0.14
1.4778,1.47636,0.622894,0.235578,0,6.60042e-06,0.0998735,0.140701,-9,-1123,1.15531e-06,-9,-95.633,-1027.37,0.144
1.4778,1.47636,0.623293,0.236112,0,-2.43906e-05,0.0998665,0.138312,-9,-1125,-4.20553e-06,-9,-95.6207,-1029.38,0.148
1.4778,1.47636,0.623693,0.23664,0,1.25305e-05,0.0998593,0.1362,-9,-1126,2.13197e-06,-9,-95.6085,-1030.39,0.152
1.4778,1.47636,0.624092,0.237161,0,8.35366e-06,0.0998518,0.134188,-9,-1127,1.40316e-06,-9,-95.5965,-1031.4,0.156
1.4778,1.47636,0.624492,0.237667,0,5.56911e-06,0.0998442,0.131695,-9,-1129,9.19875e-07,-9,-95.5848,-1033.42,0.16
