joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.5869,0.192728,0,0,0.0999999,0,-9,-1259,0,-9,-96.5285,-1162.47,0.004
1.4778,1.47636,0.5873,0.192649,0,0,0.0999996,-0.00662191,-9,-1265,-0,-9,-96.53,-1168.47,0.008
1.4778,1.47636,0.5877,0.192595,0,0,0.0999991,-0.00890599,-9,-1268,-0,-9,-96.531,-1171.47,0.012
1.4778,1.47636,0.5881,0.192625,0,0,0.0999984,-0.00337494,-9,-1265,-0,-9,-96.5305,-1168.47,0.016
1.4778,1.47636,0.5885,0.192765,0,0,0.0999975,0.00938158,-9,-1255,0,-9,-96.5278,-1158.47,0.02
1.4778,1.47636,0.5889,0.193012,0,2.87909e-05,0.0999964,0.0268687,-9,-1241,7.98234e-07,-9,-96.5232,-1144.48,0.024
1.4778,1.47636,0.5893,0.193357,0,1.91939e-05,0.0999951,0.0465882,-9,-1225,9.2428e-07,-9,-96.5167,-1128.48,0.028
1.4778,1.47636,0.5897,0.193782,0,1.2796e-05,0.0999937,0.0665292,-9,-1209,8.8177e-07,-9,-96.5086,-1112.49,0.032
1.4778,1.47636,0.5901,0.194259,0,8.53064e-06,0.099992,0.0841131,-9,-1194,7.44953e-07,-9,-96.4996,-1097.5,0.036
1.4778,1.47636,0.5905,0.19474,0,5.6871e-06,0.0999901,0.0961236,-9,-1184,5.68882e-07,-9,-96.4904,-1087.51,0.04
1.4778,1.47636,0.5909,0.195217,0,3.7914e-06,0.099988,0.103871,-9,-1177,4.10777e-07,-9,-96.4813,-1080.52,0.044
1.4778,1.47636,0.5913,0.195683,0,2.5276e-06,0.0999858,0.108029,-9,-1174,2.85457e-07,-9,-96.4724,-1077.53,0.048
1.4778,1.47636,0.5917,0.196139,0,1.68507e-06,0.0999833,0.110081,-9,-1172,1.94348e-07,-9,-96.4637,-1075.54,0.052
1.4778,1.47636,0.5921,0.196584,0,1.12338e-06,0.0999806,0.11047,-9,-1171,1.30303e-07,-9,-96.4552,-1074.54,0.056
1.4778,1.47636,0.5925,0.197019,0,7.48918e-07,0.0999778,0.109894,-9,-1172,8.65974e-08,-9,-96.4468,-1075.55,0.06
1.4778,1.47636,0.592899,0.197451,0,4.99279e-07,0.0999747,0.109194,-9,-1172,5.74826e-08,-9,-96.4385,-1075.56,0.064
1.4778,1.47636,0.593299,0.197875,0,3.32852e-07,0.0999715,0.108151,-9,-1173,3.8033e-08,-9,-96.4303,-1076.57,0.068
1.4778,1.47636,0.593699,0.1983,0,2.21902e-07,0.0999681,0.107571,-9,-1173,2.52708e-08,-9,-96.4221,-1076.58,0.072
1.4778,1.47636,0.594099,0.198725,0,1.47934e-07,0.0999644,0.107127,-9,-1174,1.68116e-08,-9,-96.4138,-1077.59,0.076
1.4778,1.47636,0.594499,0.19915,0,9.86229e-08,0.0999606,0.106802,-9,-1174,1.11964e-08,-9,-96.4056,-1077.59,0.08
1.4778,1.47636,0.594899,0.199568,0,6.57486e-08,0.0999566,0.106067,-9,-1174,7.42762e-09,-9,-96.3974,-1077.6,0.084
1.4778,1.47636,0.595299,0.199976,0,4.38324e-08,0.0999524,0.104714,-9,-1175,4.89801e-09,-9,-96.3895,-1078.61,0.088
1.4778,1.47636,0.595698,0.200367,0,2.92216e-08,0.099948,0.102372,-9,-1177,3.19821e-09,-9,-96.3818,-1080.62,0.092
1.4778,1.47636,0.596098,0.200733,0,1.94811e-08,0.0999434,0.0987373,-9,-1180,2.06e-09,-9,-96.3746,-1083.63,0.096
1.4778,1.47636,0.596498,0.201074,0,1.29874e-08,0.0999387,0.0942415,-9,-1184,1.31291e-09,-9,-96.3679,-1087.63,0.1
1.4778,1.47636,0.596898,0.201384,0,8.65826e-09,0.0999337,0.0886819,-9,-1189,8.24837e-10,-9,-96.3618,-1092.64,0.104
1.4778,1.47636,0.597297,0.201668,0,5.77217e-09,0.0999285,0.0827298,-9,-1194,5.13666e-10,-9,-96.3563,-1097.64,0.108
1.4778,1.47636,0.597697,0.201931,0,3.84811e-09,0.0999232,0.0770919,-9,-1199,3.19501e-10,-9,-96.3511,-1102.65,0.112
1.4778,1.47636,0.598097,0.202176,0,2.56541e-09,0.0999176,0.0718362,-9,-1204,1.98707e-10,-9,-96.3462,-1107.65,0.116
1.4778,1.47636,0.598496,0.202403,0,1.71027e-09,0.0999119,0.0667488,-9,-1209,1.2322e-10,-9,-96.3418,-1112.66,0.12
1.4778,1.47636,0.598896,0.202614,0,1.14018e-09,0.099906,0.0620905,-9,-1213,7.64891e-11,-9,-96.3376,-1116.66,0.124
1.4778,1.47636,0.599296,0.202809,0,7.60121e-10,0.0998999,0.0577181,-9,-1217,4.74451e-11,-9,-96.3337,-1120.67,0.128
1.4778,1.47636,0.599695,0.202988,0,5.06748e-10,0.0998936,0.0533924,-9,-1221,2.9284e-11,-9,-96.3302,-1124.67,0.132
1.4778,1.47636,0.600095,0.203154,0,3.37832e-10,0.0998871,0.0494146,-9,-1225,1.80821e-11,-9,-96.3269,-1128.67,0.136
1.4778,1.47636,0.600494,0.203299,0,2.25221e-10,0.0998804,0.0450353,-9,-1229,1.09938e-11,-9,-96.324,-1132.68,0.14
1.4778,1.47636,0.600894,0.203418,0,1.50147e-10,0.0998735,0.03987,-9,-1234,6.49215e-12,-9,-96.3217,-1137.68,0.144
1.4778,1.47636,0.601293,0.203508,0,1.00098e-10,0.0998665,0.034152,-9,-1240,3.70895e-12,-9,-96.3198,-1143.68,0.148
1.4778,1.47636,0.601693,0.20357,0,6.67322e-11,0.0998593,0.0278928,-9,-1246,2.02003e-12,-9,-96.3186,-1149.68,0.152
1.4778,1.47636,0.602092,0.203607,0,4.44881e-11,0.0998518,0.0217046,-9,-1252,1.0481e-12,-9,-96.3179,-1155.68,0.156
1.4778,1.47636,0.602492,0.203624,0,2.96587e-11,0.0998442,0.0158517,-9,-1258,5.10351e-13,-9,-96.3176,-1161.68,0.16
1.4778,1.47636,0.602891,0.203625,0,1.97725e-11,0.0998364,0.0106542,-9,-1263,2.28678e-13,-9,-96.3175,-1166.68,0.164
1.4778,1.47636,0.60329,0.203625,0,1.31817e-11,0.0998284,0.00710279,-9,-1267,1.01634e-13,-9,-96.3175,-1170.68,0.168
1.4778,1.47636,0.60369,0.203625,0,8.78778e-12,0.0998203,0.00473519,-9,-1270,4.51709e-14,-9,-96.3175,-1173.68,0.172
