joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.559,0.556743,0,0,-1.88345e-07,0,-7,-89,0,-7,-83.4968,-5.50321,0.004
1.4778,1.47636,0.559,0.556743,0,0,-7.52776e-07,0,-7,-89,0,-7,-83.4968,-5.50321,0.008
1.4778,1.47636,0.559,0.556743,0,0,-1.69239e-06,0,-7,-89,0,-7,-83.4968,-5.50321,0.012
1.4778,1.47636,0.559,0.556743,0,0,-3.00629e-06,0,-7,-89,0,-7,-83.4968,-5.50321,0.016
1.4778,1.47636,0.559,0.556746,0,0,-4.69356e-06,0.000287909,-7,-89,0,-7,-83.4966,-5.50339,0.02
1.4778,1.47636,0.559,0.556755,0,0,-6.75331e-06,0.000940504,-7,-88,0,-7,-83.4961,-4.50386,0.024
1.4778,1.47636,0.559,0.55677,0,0,-9.18463e-06,0.0018938,-7,-88,0,-7,-83.4953,-4.50465,0.028
1.4778,1.47636,0.559,0.55679,0,0,-1.19866e-05,0.00290362,-7,-87,0,-7,-83.4943,-3.50567,0.032
1.4778,1.47636,0.559,0.556816,0,0,-1.51584e-05,0.00409506,-7,-86,0,-7,-83.493,-2.50702,0.036
1.4778,1.47636,0.559,0.556846,0,0,-1.86991e-05,0.00520606,-7,-85,0,-7,-83.4914,-1.50857,0.04
1.4778,1.47636,0.559,0.55688,0,0,-2.26077e-05,0.00632101,-7,-84,0,-7,-83.4897,-0.510344,0.044
1.4778,1.47636,0.559,0.55692,0,2.87909e-05,-2.68834e-05,0.00755375,-6,-82,5.34881e-07,-6,-83.4876,1.48757,0.048
1.4778,1.47636,0.558999,0.556964,0,1.91939e-05,-3.15253e-05,0.00874987,-7,-81,4.1307e-07,-7,-83.4853,2.48526,0.052
1.4778,1.47636,0.558999,0.557012,0,1.2796e-05,-3.65325e-05,0.00980639,-7,-80,3.08646e-07,-7,-83.4828,3.48278,0.056
1.4778,1.47636,0.558999,0.557063,0,8.53064e-06,-4.19041e-05,0.0107987,-7,-79,2.26596e-07,-7,-83.4801,4.48012,0.06
1.4778,1.47636,0.558999,0.557118,0,5.6871e-06,-4.76392e-05,0.0117481,-7,-78,1.64354e-07,-7,-83.4773,5.47728,0.064
1.4778,1.47636,0.558999,0.557176,0,-2.49995e-05,-5.37369e-05,0.0126689,-7,-78,-7.79147e-07,-7,-83.4743,5.47426,0.068
1.4778,1.47636,0.558999,0.557237,0,1.21246e-05,-6.01963e-05,0.0135131,-7,-77,4.03086e-07,-7,-83.4711,6.4711,0.072
1.4778,1.47636,0.558998,0.5573,0,-2.07079e-05,-6.70165e-05,0.0142487,-7,-76,-7.25959e-07,-7,-83.4678,7.46783,0.076
1.4778,1.47636,0.558998,0.557365,0,1.49857e-05,-7.41967e-05,0.0149406,-7,-75,5.50901e-07,-7,-83.4644,8.46443,0.08
1.4778,1.47636,0.558998,0.557432,0,9.99045e-06,-8.17359e-05,0.0155746,-7,-74,3.82878e-07,-7,-83.4609,9.46093,0.084
1.4778,1.47636,0.558997,0.557503,0,-2.21306e-05,-8.96332e-05,0.0162852,-7,-74,-8.86902e-07,-7,-83.4572,9.45724,0.088
1.4778,1.47636,0.558997,0.557575,0,1.40372e-05,-9.78879e-05,0.0168741,-7,-73,5.82934e-07,-7,-83.4535,10.4535,0.092
1.4778,1.47636,0.558997,0.55765,0,9.35812e-06,-0.000106499,0.0174971,-7,-72,4.02999e-07,-7,-83.4496,11.4496,0.096
1.4778,1.47636,0.558996,0.557725,0,6.23874e-06,-0.000115465,0.0179123,-7,-72,2.75063e-07,-7,-83.4457,11.4457,0.1
1.4778,1.47636,0.558996,0.557802,0,4.15916e-06,-0.000124786,0.0183043,-7,-71,1.87402e-07,-7,-83.4417,12.4417,0.104
1.4778,1.47636,0.558995,0.557872,0,-2.60181e-05,-0.000134461,0.018105,-7,-71,-1.15963e-06,-7,-83.438,12.438,0.108
1.4778,1.47636,0.558995,0.557941,0,1.14455e-05,-0.000144489,0.0177706,-7,-71,5.00739e-07,-7,-83.4345,12.4345,0.112
1.4778,1.47636,0.558994,0.558001,0,-2.11606e-05,-0.000154868,0.0168855,-7,-72,-8.79714e-07,-7,-83.4313,11.4313,0.116
1.4778,1.47636,0.558993,0.558049,0,1.46839e-05,-0.000165599,0.0152589,-7,-73,5.51676e-07,-7,-83.4288,10.4288,0.12
1.4778,1.47636,0.558993,0.558083,0,9.78924e-06,-0.00017668,0.0129653,-7,-75,3.12512e-07,-7,-83.4271,8.42706,0.124
1.4778,1.47636,0.558992,0.558103,0,6.52616e-06,-0.00018811,0.0102846,-7,-77,1.65268e-07,-7,-83.426,6.42604,0.128
1.4778,1.47636,0.558991,0.558107,0,4.35077e-06,-0.000199888,0.00723071,-7,-79,7.74626e-08,-7,-83.4258,4.4258,0.132
1.4778,1.47636,0.55899,0.558101,0,2.90052e-06,-0.000212014,0.00433103,-7,-82,3.0932e-08,-7,-83.4261,1.42611,0.136
1.4778,1.47636,0.558989,0.558092,0,1.93368e-06,-0.000224487,0.00216758,-7,-83,1.03204e-08,-7,-83.4266,0.426558,0.14
1.4778,1.47636,0.558989,0.558084,0,1.28912e-06,-0.000237305,0.00072528,-7,-85,2.30215e-09,-7,-83.427,-1.57299,0.144
1.4778,1.47636,0.558988,0.558077,0,8.59412e-07,-0.000250469,-9.22985e-05,-7,-85,-1.95311e-10,-7,-83.4274,-1.57263,0.148
1.4778,1.47636,0.558987,0.558072,0,5.72941e-07,-0.000263976,-0.000435814,-7,-86,-6.14811e-10,-7,-83.4276,-2.5724,0.152
1.4778,1.47636,0.558985,0.558071,0,-2.8409e-05,-0.000277826,-0.000434498,-7,-86,3.03929e-08,-7,-83.4277,-2.57231,0.156
1.4778,1.47636,0.558984,0.558071,0,9.85162e-06,-0.000292019,-0.000289665,-7,-85,-7.02639e-09,-7,-83.4277,-1.57231,0.16
1.4778,1.47636,0.558983,0.558071,0,6.56774e-06,-0.000306553,-0.00019311,-7,-85,-3.12284e-09,-7,-83.4277,-1.57231,0.164
1.4778,1.47636,0.558982,0.558071,0,4.3785e-06,-0.000321428,-0.00012874,-7,-85,-1.38793e-09,-7,-83.4277,-1.57231,0.168
1.4778,1.47636,0.558981,0.558071,0,2.919e-06,-0.000336642,-8.58267e-05,-7,-85,-6.16858e-10,-7,-83.4277,-1.57231,0.172
1.4778,1.47636,0.558979,0.558071,0,-2.68449e-05,-0.000352195,-5.72178e-05,-7,-85,3.78201e-09,-7,-83.4277,-1.57231,0.176
1.4778,1.47636,0.558978,0.558071,0,1.08943e-05,-0.000368086,-3.81452e-05,-7,-85,-1.02322e-09,-7,-83.4277,-1.57231,0.18
1.4778,1.47636,0.558976,0.558071,0,7.26287e-06,-0.000384314,-2.54301e-05,-7,-85,-4.54764e-10,-7,-83.4277,-1.57231,0.184
1.4778,1.47636,0.558975,0.558071,0,4.84191e-06,-0.000400878,-1.69534e-05,-7,-85,-2.02117e-10,-7,-83.4277,-1.57231,0.188
1.4778,1.47636,0.558973,0.558071,0,3.22794e-06,-0.000417777,-1.13023e-05,-7,-85,-8.98299e-11,-7,-83.4277,-1.57231,0.192
1.4778,1.47636,0.558971,0.558071,0,2.15196e-06,-0.000435011,-7.53485e-06,-7,-85,-3.99244e-11,-7,-83.4277,-1.57231,0.196
1.4778,1.47636,0.55897,0.558071,0,-2.73563e-05,-0.000452578,-5.02323e-06,-7,-85,3.38353e-10,-7,-83.4277,-1.57231,0.2
1.4778,1.47636,0.558968,0.558071,0,1.05534e-05,-0.000470478,-3.34882e-06,-7,-85,-8.70189e-11,-7,-83.4277,-1.57231,0.204
1.4778,1.47636,0.558966,0.558071,0,7.0356e-06,-0.000488709,-2.23255e-06,-7,-85,-3.86751e-11,-7,-83.4277,-1.57231,0.208
1.4778,1.47636,0.558964,0.558071,0,4.6904e-06,-0.000507272,-1.48837e-06,-7,-85,-1.71889e-11,-7,-83.4277,-1.57231,0.212
1.4778,1.47636,0.558962,0.558071,0,3.12693e-06,-0.000526164,-9.92244e-07,-7,-85,-7.63952e-12,-7,-83.4277,-1.57231,0.216
1.4778,1.47636,0.55896,0.558071,0,-2.67063e-05,-0.000545386,-6.61496e-07,-7,-85,4.34981e-11,-7,-83.4277,-1.57231,0.22
1.4778,1.47636,0.558957,0.558071,0,1.09867e-05,-0.000564936,-4.40997e-07,-7,-85,-1.19298e-11,-7,-83.4277,-1.57231,0.224
1.4778,1.47636,0.558955,0.558071,0,-2.14664e-05,-0.000584814,-2.93998e-07,-7,-85,1.55394e-11,-7,-83.4277,-1.57231,0.228
1.4778,1.47636,0.558953,0.558071,0,1.448e-05,-0.000605018,-1.95999e-07,-7,-85,-6.98795e-12,-7,-83.4277,-1.57231,0.232
1.4778,1.47636,0.55895,0.558071,0,9.65331e-06,-0.000625548,-1.30666e-07,-7,-85,-3.10576e-12,-7,-83.4277,-1.57231,0.236
1.4778,1.47636,0.558948,0.558071,0,6.43554e-06,-0.000646403,-8.71106e-08,-7,-85,-1.38034e-12,-7,-83.4277,-1.57231,0.24
1.4778,1.47636,0.558945,0.558071,0,4.29036e-06,-0.000667582,-5.80737e-08,-7,-85,-6.13483e-13,-7,-83.4277,-1.57231,0.244
1.4778,1.47636,0.558942,0.558071,0,2.86024e-06,-0.000689084,-3.87158e-08,-7,-85,-2.72659e-13,-7,-83.4277,-1.57231,0.248
1.4778,1.47636,0.55894,0.558071,0,-2.68841e-05,-0.000710908,-2.58105e-08,-7,-85,1.70853e-12,-7,-83.4277,-1.57231,0.252
1.4778,1.47636,0.558937,0.558071,0,1.08682e-05,-0.000733053,-1.7207e-08,-7,-85,-4.6046e-13,-7,-83.4277,-1.57231,0.256
1.4778,1.47636,0.558934,0.558071,0,-2.15455e-05,-0.00075552,-1.14714e-08,-7,-85,6.08554e-13,-7,-83.4277,-1.57231,0.26
1.4778,1.47636,0.558931,0.558071,0,1.44273e-05,-0.000778306,-7.64757e-09,-7,-85,-2.71667e-13,-7,-83.4277,-1.57231,0.264
1.4778,1.47636,0.558927,0.558071,0,9.61819e-06,-0.00080141,-5.09838e-09,-7,-85,-1.20741e-13,-7,-83.4277,-1.57231,0.268
1.4778,1.47636,0.558924,0.558071,0,6.41213e-06,-0.000824833,-3.39892e-09,-7,-85,-5.36626e-14,-7,-83.4277,-1.57231,0.272
1.4778,1.47636,0.558921,0.558071,0,4.27475e-06,-0.000848573,-2.26595e-09,-7,-85,-2.38501e-14,-7,-83.4277,-1.57231,0.276
1.4778,1.47636,0.558917,0.558071,0,2.84983e-06,-0.000872629,-1.51063e-09,-7,-85,-1.06e-14,-7,-83.4277,-1.57231,0.28
1.4778,1.47636,0.558914,0.558071,0,1.89989e-06,-0.000897001,-1.00709e-09,-7,-84,-4.71112e-15,-7,-83.4277,-0.572308,0.284
1.4778,1.47636,0.55891,0.558071,0,1.26659e-06,-0.000921687,-6.71391e-10,-7,-84,-2.09383e-15,-7,-83.4277,-0.572308,0.288
1.4778,1.47636,0.558906,0.558071,0,8.44395e-07,-0.000946687,-4.47594e-10,-7,-84,-9.30592e-16,-7,-83.4277,-0.572308,0.292
1.4778,1.47636,0.558903,0.558071,0,5.6293e-07,-0.000972,-2.98396e-10,-7,-84,-4.13596e-16,-7,-83.4277,-0.572308,0.296
1.4778,1.47636,0.558899,0.558071,0,3.75287e-07,-0.000997625,-1.98931e-10,-7,-84,-1.83821e-16,-7,-83.4277,-0.572308,0.3
1.4778,1.47636,0.558895,0.558071,0,2.50191e-07,-0.00102356,-1.32621e-10,-7,-84,-8.1698e-17,-7,-83.4277,-0.572308,0.304
1.4778,1.47636,0.55889,0.558071,0,1.66794e-07,-0.00104981,-8.84137e-11,-7,-84,-3.63102e-17,-7,-83.4277,-0.572308,0.308
1.4778,1.47636,0.558886,0.558071,0,1.11196e-07,-0.00107636,-5.89425e-11,-7,-84,-1.61379e-17,-7,-83.4277,-0.572308,0.312
