joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.415,0.413246,0,0,-1.88345e-07,0,-8,-102,0,-8,-90.0706,-11.9294,0.004
1.4778,1.47636,0.415,0.41311,0,0,-7.52776e-07,-0.0113436,-8,-112,-0,-8,-90.0759,-21.9241,0.008
1.4778,1.47636,0.415,0.413017,0,0,-1.69239e-06,-0.0153648,-8,-116,-0,-8,-90.0796,-25.9204,0.012
1.4778,1.47636,0.415,0.412947,0,0,-3.00629e-06,-0.0160301,-8,-117,-0,-8,-90.0824,-26.9176,0.016
1.4778,1.47636,0.415,0.412902,0,-2.87909e-05,-4.69356e-06,-0.0144296,-8,-116,8.36961e-07,-8,-90.0842,-25.9158,0.02
1.4778,1.47636,0.415,0.412884,0,9.59697e-06,-6.75331e-06,-0.0111744,-8,-113,-2.16043e-07,-8,-90.0849,-22.9151,0.024
1.4778,1.47636,0.415,0.412887,0,6.39798e-06,-9.18463e-06,-0.0071905,-8,-110,-9.26799e-08,-8,-90.0848,-19.9152,0.028
1.4778,1.47636,0.415,0.412903,0,4.26532e-06,-1.19866e-05,-0.0034405,-8,-107,-2.95644e-08,-8,-90.0841,-16.9159,0.032
1.4778,1.47636,0.415,0.412931,0,2.84355e-06,-1.51584e-05,3.84011e-05,-8,-104,2.2e-10,-8,-90.083,-13.917,0.036
1.4778,1.47636,0.415,0.412969,0,1.8957e-06,-1.86991e-05,0.00322139,-8,-101,1.23045e-08,-8,-90.0815,-10.9185,0.04
1.4778,1.47636,0.415,0.413015,0,1.2638e-06,-2.26077e-05,0.00597679,-8,-98,1.52206e-08,-8,-90.0797,-7.92031,0.044
1.4778,1.47636,0.415,0.413068,0,8.42533e-07,-2.68834e-05,0.00841833,-8,-96,1.42936e-08,-8,-90.0776,-5.92241,0.048
1.4778,1.47636,0.414999,0.413127,0,5.61689e-07,-3.15253e-05,0.0105067,-8,-94,1.18942e-08,-8,-90.0753,-3.92473,0.052
1.4778,1.47636,0.414999,0.413192,0,3.74459e-07,-3.65325e-05,0.0124459,-8,-92,9.3942e-09,-8,-90.0727,-1.9273,0.056
1.4778,1.47636,0.414999,0.413264,0,2.49639e-07,-4.19041e-05,0.0142282,-8,-90,7.16059e-09,-8,-90.0699,0.0698856,0.06
1.4778,1.47636,0.414999,0.41334,0,1.66426e-07,-4.76392e-05,0.0158771,-8,-88,5.32768e-09,-8,-90.0669,2.06686,0.064
1.4778,1.47636,0.414999,0.413419,0,1.10951e-07,-5.37369e-05,0.0171778,-8,-86,3.84334e-09,-8,-90.0637,4.06373,0.068
1.4778,1.47636,0.414999,0.413502,0,7.39672e-08,-6.01963e-05,0.0183041,-8,-85,2.73064e-09,-8,-90.0605,5.06048,0.072
1.4778,1.47636,0.414998,0.413589,0,4.93115e-08,-6.70165e-05,0.0194869,-8,-83,1.93836e-09,-8,-90.057,7.05703,0.076
1.4778,1.47636,0.414998,0.413681,0,3.28743e-08,-7.41967e-05,0.0206496,-8,-82,1.36958e-09,-8,-90.0534,8.05339,0.08
1.4778,1.47636,0.414998,0.413775,0,2.19162e-08,-8.17359e-05,0.0215688,-8,-80,9.53858e-10,-8,-90.0497,10.0497,0.084
1.4778,1.47636,0.414997,0.413871,0,1.46108e-08,-8.96332e-05,0.0224118,-8,-79,6.60879e-10,-8,-90.0459,11.0459,0.088
1.4778,1.47636,0.414997,0.413971,0,9.74054e-09,-9.78879e-05,0.0232906,-8,-77,4.57945e-10,-8,-90.0419,13.0419,0.092
1.4778,1.47636,0.414997,0.414075,0,6.49369e-09,-0.000106499,0.0241355,-8,-76,3.16433e-10,-8,-90.0378,14.0378,0.096
1.4778,1.47636,0.414996,0.414175,0,4.32913e-09,-0.000115465,0.0244397,-8,-75,2.13653e-10,-8,-90.0339,15.0339,0.1
1.4778,1.47636,0.414996,0.414268,0,2.88609e-09,-0.000124786,0.0240955,-8,-75,1.40453e-10,-8,-90.0302,15.0302,0.104
1.4778,1.47636,0.414995,0.414351,0,1.92406e-09,-0.000134461,0.0229159,-8,-75,8.90651e-11,-8,-90.0269,15.0269,0.108
1.4778,1.47636,0.414995,0.414418,0,1.2827e-09,-0.000144489,0.0208915,-8,-76,5.4138e-11,-8,-90.0242,14.0242,0.112
1.4778,1.47636,0.414994,0.414468,0,8.55136e-10,-0.000154868,0.0180736,-8,-78,3.12266e-11,-8,-90.0223,12.0223,0.116
1.4778,1.47636,0.414993,0.414498,0,5.70091e-10,-0.000165599,0.0145539,-8,-81,1.67645e-11,-8,-90.0211,9.02107,0.12
1.4778,1.47636,0.414993,0.414508,0,3.80061e-10,-0.00017668,0.0105663,-8,-84,8.11435e-12,-8,-90.0207,6.02066,0.124
1.4778,1.47636,0.414992,0.414503,0,2.53374e-10,-0.00018811,0.00658354,-8,-87,3.3705e-12,-8,-90.0209,3.02088,0.128
1.4778,1.47636,0.414991,0.414491,0,1.68916e-10,-0.000199888,0.00338135,-8,-90,1.15405e-12,-8,-90.0214,0.0213612,0.132
1.4778,1.47636,0.41499,0.414479,0,1.12611e-10,-0.000212014,0.00130413,-8,-92,2.96725e-13,-8,-90.0218,-1.97819,0.136
1.4778,1.47636,0.414989,0.414469,0,7.50737e-11,-0.000224487,3.4483e-05,-8,-93,5.23046e-15,-8,-90.0222,-2.97779,0.14
1.4778,1.47636,0.414989,0.414461,0,5.00491e-11,-0.000237305,-0.000639203,-8,-93,-6.46362e-14,-8,-90.0225,-2.97748,0.144
1.4778,1.47636,0.414988,0.414454,0,3.33661e-11,-0.000250469,-0.00103074,-8,-94,-6.9485e-14,-8,-90.0228,-3.97719,0.148
1.4778,1.47636,0.414987,0.414449,0,2.22441e-11,-0.000263976,-0.00111903,-8,-94,-5.02904e-14,-8,-90.023,-3.97698,0.152
1.4778,1.47636,0.414985,0.414447,0,1.48294e-11,-0.000277826,-0.000861182,-8,-94,-2.58016e-14,-8,-90.0231,-3.97693,0.156
1.4778,1.47636,0.414984,0.414447,0,9.88625e-12,-0.000292019,-0.000602912,-8,-93,-1.20424e-14,-8,-90.0231,-2.97691,0.16
1.4778,1.47636,0.414983,0.414447,0,6.59083e-12,-0.000306553,-0.00037315,-8,-93,-4.96883e-15,-8,-90.0231,-2.97693,0.164
1.4778,1.47636,0.414982,0.414447,0,4.39389e-12,-0.000321428,-0.000248767,-8,-93,-2.20837e-15,-8,-90.0231,-2.97693,0.168
1.4778,1.47636,0.414981,0.414447,0,2.92926e-12,-0.000336642,-0.000165845,-8,-93,-9.81497e-16,-8,-90.0231,-2.97693,0.172
1.4778,1.47636,0.414979,0.414447,0,1.95284e-12,-0.000352195,-0.000110563,-8,-93,-4.36221e-16,-8,-90.0231,-2.97693,0.176
1.4778,1.47636,0.414978,0.414447,0,1.30189e-12,-0.000368086,-7.37087e-05,-8,-93,-1.93876e-16,-8,-90.0231,-2.97693,0.18
1.4778,1.47636,0.414976,0.414447,0,8.67929e-13,-0.000384314,-4.91391e-05,-8,-93,-8.61671e-17,-8,-90.0231,-2.97693,0.184
1.4778,1.47636,0.414975,0.414447,0,5.78619e-13,-0.000400878,-3.27594e-05,-8,-93,-3.82965e-17,-8,-90.0231,-2.97693,0.188
1.4778,1.47636,0.414973,0.414447,0,3.85746e-13,-0.000417777,-2.18396e-05,-8,-93,-1.70207e-17,-8,-90.0231,-2.97693,0.192
1.4778,1.47636,0.414971,0.414447,0,2.57164e-13,-0.000435011,-1.45597e-05,-8,-93,-7.56473e-18,-8,-90.0231,-2.97693,0.196
