joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.3925,0.00129836,0,0,1.7696e-08,0,-9,-1170,0,-9,-98.3493,-1071.65,0.004
1.4778,1.47636,0.3925,0.00122857,0,0,7.07583e-08,-0.00581577,-9,-1175,-0,-9,-98.3494,-1076.65,0.008
1.4778,1.47636,0.3925,0.00118503,0,0,1.59148e-07,-0.00750483,-9,-1176,-0,-9,-98.3494,-1077.65,0.012
1.4778,1.47636,0.3925,0.00122269,0,0,2.82827e-07,-0.00186501,-9,-1172,-0,-9,-98.3494,-1073.65,0.016
1.4778,1.47636,0.3925,0.00136158,0,0,4.41757e-07,0.0103306,-9,-1161,0,-9,-98.3493,-1062.65,0.02
1.4778,1.47636,0.3925,0.00160135,0,0,6.35898e-07,0.026868,-9,-1147,0,-9,-98.3493,-1048.65,0.024
1.4778,1.47636,0.3925,0.00192991,0,2.87909e-05,8.65213e-07,0.0452922,-9,-1131,1.37943e-08,-9,-98.3492,-1032.65,0.028
1.4778,1.47636,0.3925,0.00232757,0,1.91939e-05,1.12966e-06,0.0633331,-9,-1115,1.55089e-08,-9,-98.3492,-1016.65,0.032
1.4778,1.47636,0.3925,0.00275978,0,1.2796e-05,1.42921e-06,0.0782395,-9,-1102,1.51445e-08,-9,-98.3491,-1003.65,0.036
1.4778,1.47636,0.3925,0.00319545,0,8.53064e-06,1.76381e-06,0.088465,-9,-1092,1.3218e-08,-9,-98.3489,-993.651,0.04
1.4778,1.47636,0.3925,0.00361764,0,5.6871e-06,2.13344e-06,0.0941592,-9,-1086,1.06184e-08,-9,-98.3488,-987.651,0.044
1.4778,1.47636,0.3925,0.00402152,0,3.7914e-06,2.53804e-06,0.0964294,-9,-1083,8.05892e-09,-9,-98.3486,-984.651,0.048
1.4778,1.47636,0.3925,0.00441158,0,2.5276e-06,2.97759e-06,0.0967912,-9,-1082,5.91582e-09,-9,-98.3485,-983.652,0.052
