joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.5755,0.181662,0,0,1.7696e-08,0,-9,-2255,0,-9,-96.7311,-2158.27,0.004
1.4778,1.47636,0.5755,0.181552,0,2.87909e-05,7.07583e-08,-0.00912672,-9,-2256,-2.55782e-07,-9,-96.733,-2159.27,0.008
1.4778,1.47636,0.5755,0.181474,0,1.91939e-05,1.59148e-07,-0.0125912,-9,-2256,-2.35154e-07,-9,-96.7344,-2159.27,0.012
1.4778,1.47636,0.5755,0.181468,0,4.15869e-05,2.82827e-07,-0.0088836,-9,-2256,-3.59462e-07,-9,-96.7345,-2159.27,0.016
1.4778,1.47636,0.5755,0.181553,0,5.65155e-05,4.41757e-07,0.00113138,-9,-2256,6.22408e-08,-9,-96.733,-2159.27,0.02
1.4778,1.47636,0.5755,0.181722,0,6.64679e-05,6.35898e-07,0.014833,-9,-2255,9.60568e-07,-9,-96.73,-2158.27,0.024
1.4778,1.47636,0.5755,0.181974,0,1.5521e-05,8.65213e-07,0.0309061,-9,-2253,4.67979e-07,-9,-96.7255,-2156.27,0.028
1.4778,1.47636,0.5755,0.182306,0,1.03474e-05,1.12966e-06,0.0482721,-9,-2251,4.8814e-07,-9,-96.7196,-2154.28,0.032
1.4778,1.47636,0.5755,0.182711,0,6.89824e-06,1.42921e-06,0.0658956,-9,-2249,4.45177e-07,-9,-96.7124,-2152.29,0.036
1.4778,1.47636,0.5755,0.183163,0,4.59882e-06,1.76381e-06,0.0816465,-9,-2247,3.68594e-07,-9,-96.7043,-2150.3,0.04
1.4778,1.47636,0.5755,0.183625,0,3.06588e-06,2.13344e-06,0.0929533,-9,-2244,2.80433e-07,-9,-96.696,-2147.3,0.044
1.4778,1.47636,0.5755,0.184069,0,2.04392e-06,2.53804e-06,0.0989652,-9,-2242,1.99506e-07,-9,-96.688,-2145.31,0.048
1.4778,1.47636,0.5755,0.184493,0,1.36261e-06,2.97759e-06,0.101246,-9,-2239,1.36368e-07,-9,-96.6804,-2142.32,0.052
1.4778,1.47636,0.5755,0.184891,0,9.0841e-07,3.45204e-06,0.100693,-9,-2237,9.06019e-08,-9,-96.6732,-2140.33,0.056
