joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.563,0.561518,0,0,-1.88345e-07,0,-7,-89,0,-7,-83.2477,-5.75234,0.004
1.4778,1.47636,0.563,0.561518,0,0,-7.52776e-07,0,-7,-89,0,-7,-83.2477,-5.75234,0.008
1.4778,1.47636,0.563,0.561518,0,0,-1.69239e-06,0,-7,-89,0,-7,-83.2477,-5.75234,0.012
1.4778,1.47636,0.563,0.561522,0,0,-3.00629e-06,0.0003167,-7,-89,0,-7,-83.2475,-5.75254,0.016
1.4778,1.47636,0.563,0.561532,0,0,-4.69356e-06,0.00104607,-7,-88,0,-7,-83.2469,-4.75307,0.02
1.4778,1.47636,0.563,0.561547,0,0,-6.75331e-06,0.00196418,-7,-87,0,-7,-83.2461,-3.75386,0.024
1.4778,1.47636,0.563,0.561567,0,2.87909e-05,-9.18463e-06,0.00295054,-6,-86,2.09873e-07,-6,-83.2451,-2.75489,0.028
1.4778,1.47636,0.563,0.561591,0,1.91939e-05,-1.19866e-05,0.00401118,-7,-85,1.90216e-07,-7,-83.2438,-1.75618,0.032
1.4778,1.47636,0.563,0.561621,0,1.2796e-05,-1.51584e-05,0.00512135,-7,-84,1.61912e-07,-7,-83.2423,-0.757717,0.036
1.4778,1.47636,0.563,0.561655,0,8.53064e-06,-1.86991e-05,0.00623574,-7,-83,1.31434e-07,-7,-83.2405,0.24051,0.04
1.4778,1.47636,0.563,0.561693,0,5.6871e-06,-2.26077e-05,0.00732416,-7,-82,1.0292e-07,-7,-83.2385,1.23852,0.044
1.4778,1.47636,0.563,0.561735,0,3.7914e-06,-2.68834e-05,0.00842406,-7,-81,7.89207e-08,-7,-83.2363,2.23629,0.048
1.4778,1.47636,0.562999,0.561781,0,2.5276e-06,-3.15253e-05,0.00947402,-7,-80,5.91742e-08,-7,-83.2339,3.23387,0.052
1.4778,1.47636,0.562999,0.561832,0,1.68507e-06,-3.65325e-05,0.0105195,-7,-79,4.38048e-08,-7,-83.2312,4.23122,0.056
1.4778,1.47636,0.562999,0.561885,0,1.12338e-06,-4.19041e-05,0.0114756,-7,-78,3.18591e-08,-7,-83.2284,5.22842,0.06
1.4778,1.47636,0.562999,0.561941,0,7.48918e-07,-4.76392e-05,0.0123145,-7,-77,2.27933e-08,-7,-83.2255,6.22549,0.064
1.4778,1.47636,0.562999,0.561999,0,4.99279e-07,-5.37369e-05,0.0130178,-7,-76,1.60642e-08,-7,-83.2225,7.22246,0.068
1.4778,1.47636,0.562999,0.562059,0,3.32852e-07,-6.01963e-05,0.0136881,-7,-75,1.12616e-08,-7,-83.2193,8.21931,0.072
1.4778,1.47636,0.562998,0.562121,0,2.21902e-07,-6.70165e-05,0.0142502,-7,-75,7.8165e-09,-7,-83.2161,8.21609,0.076
1.4778,1.47636,0.562998,0.562186,0,1.47934e-07,-7.41967e-05,0.0149128,-7,-74,5.45365e-09,-7,-83.2127,9.21268,0.08
1.4778,1.47636,0.562998,0.562253,0,9.86229e-08,-8.17359e-05,0.0155561,-7,-73,3.79284e-09,-7,-83.2092,10.2092,0.084
1.4778,1.47636,0.562997,0.562321,0,6.57486e-08,-8.96332e-05,0.0160138,-7,-72,2.60312e-09,-7,-83.2056,11.2056,0.088
1.4778,1.47636,0.562997,0.56239,0,4.38324e-08,-9.78879e-05,0.0164916,-7,-72,1.78732e-09,-7,-83.2019,11.2019,0.092
1.4778,1.47636,0.562997,0.562461,0,2.92216e-08,-0.000106499,0.0168965,-7,-71,1.22088e-09,-7,-83.1982,12.1982,0.096
1.4778,1.47636,0.562996,0.562533,0,1.94811e-08,-0.000115465,0.0172241,-7,-70,8.29758e-10,-7,-83.1945,13.1945,0.1
1.4778,1.47636,0.562996,0.562604,0,1.29874e-08,-0.000124786,0.0173849,-7,-70,5.58373e-10,-7,-83.1908,13.1908,0.104
1.4778,1.47636,0.562995,0.562669,0,8.65826e-09,-0.000134461,0.0170314,-7,-70,3.64703e-10,-7,-83.1873,13.1873,0.108
1.4778,1.47636,0.562995,0.562726,0,5.77217e-09,-0.000144489,0.016076,-7,-70,2.29508e-10,-7,-83.1844,13.1844,0.112
1.4778,1.47636,0.562994,0.562772,0,3.84811e-09,-0.000154868,0.0145753,-7,-71,1.38729e-10,-7,-83.1819,12.1819,0.116
1.4778,1.47636,0.562993,0.562806,0,2.56541e-09,-0.000165599,0.012596,-7,-73,7.99288e-11,-7,-83.1801,10.1801,0.12
1.4778,1.47636,0.562993,0.562828,0,1.71027e-09,-0.00017668,0.0102399,-7,-75,4.33198e-11,-7,-83.179,8.17896,0.124
1.4778,1.47636,0.562992,0.562837,0,1.14018e-09,-0.00018811,0.00757518,-7,-77,2.13646e-11,-7,-83.1785,6.17849,0.128
1.4778,1.47636,0.562991,0.562834,0,7.60121e-10,-0.000199888,0.004791,-7,-79,9.00817e-12,-7,-83.1787,4.17865,0.132
1.4778,1.47636,0.56299,0.562826,0,5.06748e-10,-0.000212014,0.00250302,-7,-81,3.13747e-12,-7,-83.1791,2.17909,0.136
1.4778,1.47636,0.562989,0.562817,0,3.37832e-10,-0.000224487,0.000891325,-7,-82,7.44828e-13,-7,-83.1796,1.17958,0.14
1.4778,1.47636,0.562989,0.562809,0,2.25221e-10,-0.000237305,-3.9184e-05,-7,-83,-2.1829e-14,-7,-83.18,0.179975,0.144
1.4778,1.47636,0.562988,0.562802,0,1.50147e-10,-0.000250469,-0.000601941,-7,-84,-2.23556e-13,-7,-83.1803,-0.819663,0.148
1.4778,1.47636,0.562987,0.562797,0,1.00098e-10,-0.000263976,-0.000833158,-7,-84,-2.06284e-13,-7,-83.1806,-0.819391,0.152
1.4778,1.47636,0.562985,0.562796,0,6.67322e-11,-0.000277826,-0.000670602,-7,-84,-1.10691e-13,-7,-83.1807,-0.819318,0.156
1.4778,1.47636,0.562984,0.562796,0,4.44881e-11,-0.000292019,-0.000447068,-7,-84,-4.91959e-14,-7,-83.1807,-0.819318,0.16
1.4778,1.47636,0.562983,0.562796,0,2.96587e-11,-0.000306553,-0.000298045,-7,-83,-2.18649e-14,-7,-83.1807,0.180682,0.164
1.4778,1.47636,0.562982,0.562796,0,1.97725e-11,-0.000321428,-0.000198697,-7,-83,-9.71771e-15,-7,-83.1807,0.180682,0.168
1.4778,1.47636,0.562981,0.562796,0,1.31817e-11,-0.000336642,-0.000132465,-7,-83,-4.31898e-15,-7,-83.1807,0.180682,0.172
1.4778,1.47636,0.562979,0.562796,0,8.78778e-12,-0.000352195,-8.83098e-05,-7,-83,-1.91955e-15,-7,-83.1807,0.180682,0.176
1.4778,1.47636,0.562978,0.562796,0,5.85852e-12,-0.000368086,-5.88732e-05,-7,-83,-8.53132e-16,-7,-83.1807,0.180682,0.18
1.4778,1.47636,0.562976,0.562796,0,3.90568e-12,-0.000384314,-3.92488e-05,-7,-83,-3.7917e-16,-7,-83.1807,0.180682,0.184
1.4778,1.47636,0.562975,0.562796,0,2.60379e-12,-0.000400878,-2.61659e-05,-7,-83,-1.6852e-16,-7,-83.1807,0.180682,0.188
