joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
1.4778,1.47636,0.5635,0.169056,0,0,1.7696e-08,0,-9,-1718,0,-9,-96.9474,-1621.05,0.004
1.4778,1.47636,0.5635,0.16893,0,-2.87909e-05,7.07583e-08,-0.0104799,-9,-1727,2.741e-07,-9,-96.9494,-1630.05,0.008
1.4778,1.47636,0.5635,0.168837,0,-1.91939e-05,1.59148e-07,-0.0147314,-9,-1731,2.56728e-07,-9,-96.951,-1634.05,0.012
1.4778,1.47636,0.5635,0.168816,0,-1.2796e-05,2.82827e-07,-0.0116347,-9,-1729,1.35158e-07,-9,-96.9513,-1632.05,0.016
1.4778,1.47636,0.5635,0.168888,0,-8.53064e-06,4.41757e-07,-0.00171039,-9,-1720,1.32517e-08,-9,-96.9501,-1623.05,0.02
1.4778,1.47636,0.5635,0.169044,0,-5.6871e-06,6.35898e-07,0.0118157,-9,-1708,-6.10836e-08,-9,-96.9476,-1611.05,0.024
1.4778,1.47636,0.5635,0.169285,0,-3.7914e-06,8.65213e-07,0.028002,-9,-1694,-9.66408e-08,-9,-96.9436,-1597.06,0.028
1.4778,1.47636,0.5635,0.169604,0,2.62633e-05,1.12966e-06,0.0452708,-9,-1679,1.08424e-06,-9,-96.9383,-1582.06,0.032
1.4778,1.47636,0.5635,0.170001,0,1.75089e-05,1.42921e-06,0.0632613,-9,-1662,1.01235e-06,-9,-96.9317,-1565.07,0.036
1.4778,1.47636,0.5635,0.170464,0,1.16726e-05,1.76381e-06,0.0806965,-9,-1646,8.63158e-07,-9,-96.924,-1549.08,0.04
1.4778,1.47636,0.5635,0.170962,0,7.78173e-06,2.13344e-06,0.0953717,-9,-1632,6.81999e-07,-9,-96.9156,-1535.08,0.044
1.4778,1.47636,0.5635,0.171451,0,5.18782e-06,2.53804e-06,0.104263,-9,-1622,4.98416e-07,-9,-96.9075,-1525.09,0.048
1.4778,1.47636,0.5635,0.171916,0,3.45855e-06,2.97759e-06,0.10829,-9,-1617,3.46011e-07,-9,-96.8996,-1520.1,0.052
1.4778,1.47636,0.5635,0.172357,0,2.3057e-06,3.45204e-06,0.108902,-9,-1615,2.32548e-07,-9,-96.8922,-1518.11,0.056
1.4778,1.47636,0.5635,0.172772,0,1.53713e-06,3.96135e-06,0.107237,-9,-1614,1.53015e-07,-9,-96.8852,-1517.11,0.06
1.4778,1.47636,0.5635,0.173168,0,1.02475e-06,4.5055e-06,0.104457,-9,-1615,9.95838e-08,-9,-96.8785,-1518.12,0.064
1.4778,1.47636,0.5635,0.173548,0,6.83169e-07,5.08443e-06,0.101308,-9,-1616,6.45235e-08,-9,-96.8721,-1519.13,0.068
1.4778,1.47636,0.5635,0.173914,0,4.55446e-07,5.69811e-06,0.0980281,-9,-1617,4.17073e-08,-9,-96.8658,-1520.13,0.072
1.4778,1.47636,0.5635,0.17427,0,3.03631e-07,6.3465e-06,0.0950355,-9,-1618,2.7009e-08,-9,-96.8598,-1521.14,0.076
1.4778,1.47636,0.5635,0.174615,0,2.02421e-07,7.02957e-06,0.0921192,-9,-1619,1.74866e-08,-9,-96.8539,-1522.15,0.08
1.4778,1.47636,0.5635,0.174956,0,1.34947e-07,7.74727e-06,0.0898006,-9,-1620,1.13856e-08,-9,-96.8481,-1523.15,0.084
1.4778,1.47636,0.5635,0.175289,0,8.99647e-08,8.49957e-06,0.0876215,-9,-1620,7.41971e-09,-9,-96.8423,-1523.16,0.088
1.4778,1.47636,0.5635,0.175611,0,5.99765e-08,9.28643e-06,0.0852763,-9,-1621,4.82257e-09,-9,-96.8368,-1524.16,0.092
1.4778,1.47636,0.5635,0.175912,0,3.99843e-08,1.01078e-05,0.0819278,-9,-1622,3.09387e-09,-9,-96.8316,-1525.17,0.096
1.4778,1.47636,0.5635,0.176188,0,2.66562e-08,1.09637e-05,0.0775937,-9,-1625,1.9564e-09,-9,-96.8269,-1528.17,0.1
1.4778,1.47636,0.5635,0.176437,0,2.88087e-05,1.1854e-05,0.0725162,-9,-1628,1.9787e-06,-9,-96.8226,-1531.18,0.104
1.4778,1.47636,0.5635,0.176653,0,-9.58513e-06,1.27787e-05,0.0663672,-9,-1632,-6.03231e-07,-9,-96.8189,-1535.18,0.108
