joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque 1[Nm], DOB Torque 2[Nm], current_time
1.12888,1.15459,-0.0541623,-0.0263586,-104.681,-207.327,23.0563,4.364
1.12866,1.15448,-0.0542371,-0.0266591,-104.345,-207.895,23.0563,4.368
1.12845,1.15437,-0.0543118,-0.0267108,-104.575,-208.479,23.0563,4.372
1.12823,1.15427,-0.0543865,-0.0269699,-104.333,-208.535,23.0563,4.376
1.12801,1.15415,-0.0544613,-0.0274594,-103.563,-207.823,23.0563,4.38
1.12779,1.15404,-0.054536,-0.0279616,-102.762,-206.712,23.0563,4.384
1.12758,1.15392,-0.0546108,-0.0283942,-102.117,-205.538,23.0563,4.388
1.12736,1.1538,-0.0546855,-0.0295174,-99.8933,-202.734,23.0563,4.392
1.12714,1.15368,-0.0547603,-0.030103,-98.8898,-200.421,23.0563,4.396
1.12692,1.15355,-0.0548351,-0.0306587,-97.9513,-198.308,23.0563,4.4
1.1267,1.15342,-0.0549099,-0.0313897,-96.6098,-195.897,23.0563,4.404
1.12648,1.15329,-0.0549846,-0.0322564,-94.9542,-193.051,23.0562,4.408
1.12626,1.15316,-0.0550594,-0.0320086,-95.8368,-192.537,23.0563,4.412
1.12604,1.15303,-0.0551342,-0.032178,-95.7693,-192.086,23.0563,4.416
1.12582,1.1529,-0.055209,-0.0323105,-95.7855,-191.859,23.0563,4.42
1.1256,1.15278,-0.0552838,-0.0316548,-97.6,-193.546,23.0563,4.424
1.12538,1.15266,-0.0553586,-0.0312521,-98.8417,-195.523,23.0563,4.428
1.12516,1.15254,-0.0554334,-0.0305677,-100.729,-198.371,23.0563,4.432
1.12493,1.15241,-0.0555083,-0.030533,-101.139,-200.153,23.0563,4.436
1.12471,1.1523,-0.0555831,-0.0294388,-103.968,-203.927,23.0562,4.44
1.12449,1.15219,-0.0556579,-0.0289845,-105.344,-207.084,23.0562,4.444
1.12427,1.15208,-0.0557328,-0.028425,-106.963,-210.305,23.0563,4.448
1.12404,1.15197,-0.0558076,-0.027999,-108.282,-213.233,23.0563,4.452
1.12382,1.15186,-0.0558824,-0.0277624,-109.172,-215.604,23.0563,4.456
1.1236,1.15175,-0.0559573,-0.027439,-110.262,-217.912,23.0563,4.46
1.12337,1.15164,-0.0560321,-0.0275664,-110.326,-219.136,23.0563,4.464
1.12315,1.15153,-0.056107,-0.0275604,-110.694,-220.178,23.0563,4.468
1.12292,1.15141,-0.0561819,-0.0280177,-110.005,-220.027,23.0563,4.472
1.1227,1.1513,-0.0562567,-0.0286557,-108.902,-218.916,23.0563,4.476
1.12247,1.15118,-0.0563316,-0.0290101,-108.442,-217.962,23.0563,4.48
1.12225,1.15106,-0.0564065,-0.0298596,-106.851,-215.891,23.0563,4.484
1.12202,1.15092,-0.0564813,-0.031368,-103.751,-211.817,23.0563,4.488
1.1218,1.1508,-0.0565562,-0.0315534,-103.66,-209.809,23.0563,4.492
1.12157,1.15066,-0.0566311,-0.032309,-102.268,-207.31,23.0562,4.496
1.12134,1.15053,-0.056706,-0.0329207,-101.2,-205.009,23.0562,4.5
1.12112,1.15039,-0.0567809,-0.033798,-99.5224,-202.172,23.0563,4.504
1.12089,1.15026,-0.0568558,-0.0332489,-101.094,-202.354,23.0563,4.508
1.12066,1.15013,-0.0569307,-0.03256,-102.989,-204.176,23.0563,4.512
1.12043,1.15001,-0.0570056,-0.0317934,-105.066,-207.054,23.0563,4.516
1.1202,1.14989,-0.0570805,-0.0310987,-106.985,-210.341,23.0563,4.52
1.11998,1.14977,-0.0571554,-0.0298683,-110.131,-215.1,23.0563,4.524
1.11975,1.14967,-0.0572303,-0.0282634,-114.139,-221.403,23.0563,4.528
1.11952,1.14957,-0.0573052,-0.0267576,-117.933,-228.253,23.0563,4.532
1.11929,1.14948,-0.0573801,-0.0252301,-121.786,-235.491,23.0563,4.536
1.11906,1.14939,-0.057455,-0.0238824,-125.24,-242.537,23.0563,4.54
1.11883,1.1493,-0.0575299,-0.0228266,-128.036,-248.864,23.0563,4.544
1.1186,1.14921,-0.0576049,-0.0222784,-129.682,-253.714,23.0563,4.548
1.11837,1.14913,-0.0576798,-0.0217819,-131.214,-257.757,23.0563,4.552
1.11814,1.14905,-0.0577547,-0.0214293,-132.421,-261.04,23.0563,4.556
1.11791,1.14896,-0.0578296,-0.0213102,-133.098,-263.407,23.0563,4.56
1.11767,1.14887,-0.0579046,-0.0215895,-132.868,-264.416,23.0563,4.564
1.11744,1.14878,-0.0579795,-0.0218983,-132.569,-264.703,23.0563,4.568
1.11721,1.14869,-0.0580544,-0.0221466,-132.406,-264.733,23.0563,4.572
1.11698,1.1486,-0.0581294,-0.02263,-131.705,-264.068,23.0563,4.576
1.11675,1.14851,-0.0582043,-0.0229369,-131.405,-263.475,23.0563,4.58
1.11651,1.14842,-0.0582792,-0.0229155,-131.853,-263.627,23.0563,4.584
1.11628,1.14832,-0.0583542,-0.023134,-131.753,-263.563,23.0563,4.588
1.11605,1.14823,-0.0584291,-0.0228715,-132.751,-264.535,23.0563,4.592
1.11581,1.14814,-0.058504,-0.0231479,-132.52,-264.734,23.0563,4.596
1.11558,1.14804,-0.058579,-0.0235702,-131.956,-264.306,23.0563,4.6
1.11534,1.14795,-0.0586539,-0.0234593,-132.606,-264.781,23.0563,4.604
1.11511,1.14786,-0.0587289,-0.022937,-134.196,-266.563,23.0563,4.608
1.11487,1.14777,-0.0588038,-0.0228772,-134.734,-267.914,23.0563,4.612
1.11464,1.14768,-0.0588788,-0.022844,-135.213,-269.084,23.0563,4.616
1.1144,1.14758,-0.0589537,-0.0230942,-135.046,-269.513,23.0563,4.62
1.11417,1.14749,-0.0590287,-0.0227726,-136.182,-270.906,23.0563,4.624
1.11393,1.1474,-0.0591036,-0.0227091,-136.732,-272.104,23.0563,4.628
1.11369,1.14732,-0.0591786,-0.0223667,-137.919,-273.896,23.0563,4.632
1.11346,1.14723,-0.0592535,-0.02233,-138.411,-275.251,23.0563,4.636
1.11322,1.14714,-0.0593285,-0.0219641,-139.656,-277.194,23.0563,4.64
1.11298,1.14705,-0.0594034,-0.0218377,-140.356,-278.836,23.0563,4.644
1.11274,1.14697,-0.0594784,-0.0214987,-141.543,-280.857,23.0563,4.648
1.11251,1.14689,-0.0595533,-0.0210416,-143.002,-283.307,23.0563,4.652
1.11227,1.14681,-0.0596283,-0.020519,-144.614,-286.118,23.0563,4.656
1.11203,1.14673,-0.0597032,-0.0198448,-146.576,-289.463,23.0563,4.66
1.11179,1.14666,-0.0597782,-0.0192783,-148.297,-292.824,23.0563,4.664
1.11155,1.14658,-0.0598531,-0.0189252,-149.536,-295.738,23.0563,4.668
1.11131,1.14651,-0.0599281,-0.0190361,-149.718,-297.402,23.0563,4.672
1.11107,1.14643,-0.060003,-0.0188674,-150.538,-299.126,23.0562,4.676
1.11083,1.14636,-0.060078,-0.0190808,-150.487,-299.942,23.0562,4.68
1.11059,1.14628,-0.0601529,-0.0191225,-150.828,-300.741,23.0563,4.684
1.11035,1.1462,-0.0602279,-0.0196064,-150.16,-300.48,23.0563,4.688
1.11011,1.14612,-0.0603028,-0.0194529,-150.943,-301.192,23.0563,4.692
1.10987,1.14604,-0.0603778,-0.0199819,-150.171,-300.728,23.0563,4.696
1.10963,1.14596,-0.0604527,-0.0202758,-149.932,-300.318,23.0563,4.7
1.10938,1.14587,-0.0605276,-0.0209381,-148.852,-299.035,23.0563,4.704
1.10914,1.14578,-0.0606026,-0.0209989,-149.139,-298.731,23.0563,4.708
1.1089,1.1457,-0.0606775,-0.0213398,-148.788,-298.179,23.0563,4.712
1.10866,1.14561,-0.0607525,-0.0214908,-148.869,-297.991,23.0563,4.716
1.10841,1.14552,-0.0608274,-0.0216899,-148.839,-297.849,23.0563,4.72
1.10817,1.14543,-0.0609023,-0.0219924,-148.572,-297.506,23.0563,4.724
1.10793,1.14534,-0.0609773,-0.0221221,-148.698,-297.471,23.0563,4.728
1.10768,1.14525,-0.0610522,-0.0227315,-147.73,-296.469,23.0563,4.732
1.10744,1.14515,-0.0611271,-0.0233005,-146.85,-295.14,23.0563,4.736
1.10719,1.14506,-0.0612021,-0.0228872,-148.208,-295.858,23.0563,4.74
1.10695,1.14497,-0.061277,-0.0229263,-148.537,-296.435,23.0563,4.744
1.1067,1.14488,-0.0613519,-0.0227945,-149.256,-297.439,23.0563,4.748
1.10646,1.14479,-0.0614268,-0.0227212,-149.843,-298.503,23.0563,4.752
1.10621,1.1447,-0.0615017,-0.0231412,-149.306,-298.492,23.0562,4.756
1.10597,1.14461,-0.0615767,-0.0228371,-150.418,-299.658,23.0562,4.76
1.10572,1.14452,-0.0616516,-0.0226681,-151.225,-300.988,23.0563,4.764
1.10547,1.14443,-0.0617265,-0.0224975,-152.037,-302.45,23.0563,4.768
1.10523,1.14434,-0.0618014,-0.0228633,-151.626,-302.761,23.0563,4.772
1.10498,1.14424,-0.0618763,-0.0228746,-152.023,-303.376,23.0563,4.776
1.10473,1.14415,-0.0619512,-0.0233416,-151.38,-303.031,23.0563,4.78
1.10448,1.14405,-0.0620261,-0.023601,-151.208,-302.739,23.0563,4.784
1.10423,1.14395,-0.062101,-0.0242442,-150.16,-301.547,23.0563,4.788
1.10399,1.14386,-0.0621759,-0.0241024,-150.898,-301.74,23.0563,4.792
1.10374,1.14376,-0.0622508,-0.0242156,-151.057,-301.924,23.0562,4.796
1.10349,1.14366,-0.0623257,-0.0244705,-150.892,-301.843,23.0563,4.8
1.10324,1.14355,-0.0624006,-0.0253414,-149.32,-300.244,23.0563,4.804
1.10299,1.14346,-0.0624755,-0.0250575,-150.378,-300.589,23.0563,4.808
1.10274,1.14335,-0.0625503,-0.0252453,-150.362,-300.647,23.0563,4.812
1.10249,1.14325,-0.0626252,-0.0256567,-149.834,-300.153,23.0563,4.816
1.10224,1.14314,-0.0627001,-0.0264994,-148.321,-298.424,23.0563,4.82
1.10199,1.14303,-0.062775,-0.026507,-148.708,-298.019,23.0563,4.824
1.10174,1.14292,-0.0628498,-0.0270102,-147.965,-297.008,23.0563,4.828
1.10148,1.14281,-0.0629247,-0.0275969,-147.028,-295.592,23.0563,4.832
1.10123,1.1427,-0.0629995,-0.0277693,-147.034,-294.915,23.0563,4.836
1.10098,1.14258,-0.0630744,-0.0281338,-146.6,-294.104,23.0563,4.84
1.10073,1.14247,-0.0631492,-0.028605,-145.921,-293.024,23.0563,4.844
1.10047,1.14235,-0.0632241,-0.0289819,-145.455,-292.032,23.0563,4.848
1.10022,1.14223,-0.0632989,-0.0292681,-145.194,-291.272,23.0563,4.852
1.09997,1.14211,-0.0633738,-0.0291968,-145.747,-291.432,23.0563,4.856
1.09971,1.142,-0.0634486,-0.0291572,-146.228,-291.941,23.0563,4.86
1.09946,1.14188,-0.0635234,-0.0292503,-146.408,-292.35,23.0563,4.864
1.09921,1.14176,-0.0635982,-0.0294556,-146.331,-292.48,23.0563,4.868
1.09895,1.14165,-0.063673,-0.0289938,-147.776,-294.006,23.0563,4.872
1.0987,1.14154,-0.0637479,-0.0282383,-149.894,-296.812,23.0563,4.876
1.09844,1.14143,-0.0638227,-0.0278185,-151.252,-299.493,23.0563,4.88
1.09819,1.14132,-0.0638975,-0.0272782,-152.888,-302.467,23.0563,4.884
1.09793,1.14122,-0.0639723,-0.0267477,-154.506,-305.556,23.0563,4.888
1.09767,1.14111,-0.064047,-0.026453,-155.589,-308.175,23.0563,4.892
1.09742,1.14101,-0.0641218,-0.0260973,-156.814,-310.735,23.0563,4.896
1.09716,1.14091,-0.0641966,-0.0257845,-157.944,-313.15,23.0563,4.9
1.0969,1.1408,-0.0642714,-0.0263018,-157.182,-313.605,23.0563,4.904
1.09665,1.1407,-0.0643462,-0.0261669,-157.906,-314.666,23.0563,4.908
1.09639,1.14059,-0.0644209,-0.0263606,-157.88,-315.15,23.0563,4.912
1.09613,1.14048,-0.0644957,-0.0269289,-157,-314.541,23.0563,4.916
1.09587,1.14037,-0.0645704,-0.0275517,-155.992,-313.292,23.0563,4.92
1.09562,1.14025,-0.0646452,-0.0283584,-154.561,-311.279,23.0563,4.924
1.09536,1.14013,-0.0647199,-0.0286914,-154.206,-309.965,23.0563,4.928
1.0951,1.14001,-0.0647946,-0.0290299,-153.836,-308.905,23.0563,4.932
1.09484,1.1399,-0.0648694,-0.0290261,-154.246,-308.767,23.0563,4.936
1.09458,1.13979,-0.0649441,-0.0287168,-155.354,-309.753,23.0562,4.94
1.09432,1.13967,-0.0650188,-0.0291208,-154.836,-309.66,23.0563,4.944
1.09406,1.13955,-0.0650935,-0.0296908,-153.938,-308.767,23.0563,4.948
1.0938,1.13943,-0.0651682,-0.0298539,-153.965,-308.398,23.0563,4.952
1.09354,1.1393,-0.0652429,-0.0304819,-152.93,-307.155,23.0563,4.956
1.09328,1.13918,-0.0653176,-0.0298327,-154.806,-308.456,23.0563,4.96
1.09301,1.13907,-0.0653923,-0.0297792,-155.328,-309.491,23.0563,4.964
1.09275,1.13894,-0.065467,-0.0300181,-155.183,-309.864,23.0563,4.968
1.09249,1.13883,-0.0655416,-0.0298822,-155.892,-310.796,23.0563,4.972
1.09223,1.13871,-0.0656163,-0.0296147,-156.903,-312.246,23.0563,4.976
1.09197,1.13859,-0.0656909,-0.0296581,-157.207,-313.243,23.0563,4.98
1.0917,1.13847,-0.0657656,-0.0297973,-157.292,-313.848,23.0563,4.984
1.09144,1.13835,-0.0658402,-0.0299898,-157.255,-314.138,23.0563,4.988
1.09118,1.13822,-0.0659149,-0.0306726,-156.099,-313.147,23.0563,4.992
1.09091,1.13809,-0.0659895,-0.0312439,-155.193,-311.819,23.0563,4.996
1.09065,1.13796,-0.0660641,-0.0319067,-154.075,-310.064,23.0563,5
1.09038,1.13783,-0.0661387,-0.0328124,-152.399,-307.537,23.0563,5.004
1.09012,1.13769,-0.0662133,-0.0335843,-151.023,-304.944,23.0563,5.008
1.08985,1.13755,-0.0662879,-0.0341666,-150.075,-302.708,23.0563,5.012
1.08959,1.13741,-0.0663625,-0.0346821,-149.276,-300.772,23.0563,5.016
1.08932,1.13727,-0.0664371,-0.0348917,-149.173,-299.682,23.0563,5.02
1.08906,1.13713,-0.0665117,-0.0352001,-148.843,-298.758,23.0563,5.024
1.08879,1.13698,-0.0665862,-0.0352563,-149.087,-298.525,23.0563,5.028
1.08852,1.13684,-0.0666608,-0.0355562,-148.774,-298.056,23.0563,5.032
1.08826,1.13669,-0.0667353,-0.0359531,-148.239,-297.296,23.0562,5.036
1.08799,1.13655,-0.0668099,-0.0365191,-147.317,-296.01,23.0563,5.04
1.08772,1.13641,-0.0668844,-0.0357587,-149.417,-297.499,23.0563,5.044
1.08746,1.13627,-0.0669589,-0.0352979,-150.839,-299.515,23.0563,5.048
1.08719,1.13613,-0.0670334,-0.0351187,-151.623,-301.26,23.0563,5.052
1.08692,1.13599,-0.0671079,-0.03452,-153.364,-303.884,23.0563,5.056
1.08665,1.13586,-0.0671824,-0.0336884,-155.642,-307.427,23.0563,5.06
1.08638,1.13573,-0.0672569,-0.033188,-157.17,-310.669,23.0563,5.064
1.08611,1.13561,-0.0673314,-0.0325645,-158.982,-314.113,23.0563,5.068
1.08584,1.13547,-0.0674058,-0.0327172,-159.028,-315.871,23.0563,5.072
1.08557,1.13535,-0.0674803,-0.0323414,-160.28,-318.094,23.0563,5.076
1.0853,1.13522,-0.0675547,-0.0323629,-160.627,-319.537,23.0563,5.08
1.08503,1.13508,-0.0676292,-0.0326819,-160.296,-319.969,23.0563,5.084
1.08476,1.13495,-0.0677036,-0.0331663,-159.586,-319.536,23.0563,5.088
1.08449,1.13481,-0.067778,-0.0335122,-159.19,-318.978,23.0563,5.092
1.08422,1.13467,-0.0678525,-0.0342801,-157.828,-317.35,23.0563,5.096
1.08395,1.13454,-0.0679269,-0.0342077,-158.38,-317.149,23.0563,5.1
1.08368,1.13439,-0.0680012,-0.0347817,-157.458,-316.054,23.0562,5.104
1.0834,1.13425,-0.0680756,-0.0352158,-156.851,-314.941,23.0562,5.108
1.08313,1.13411,-0.06815,-0.0353034,-157.033,-314.573,23.0563,5.112
1.08286,1.13396,-0.0682244,-0.0358511,-156.165,-313.479,23.0563,5.116
1.08259,1.13382,-0.0682987,-0.0361169,-155.937,-312.74,23.0563,5.12
1.08231,1.13367,-0.0683731,-0.036495,-155.452,-311.87,23.0563,5.124
1.08204,1.13352,-0.0684474,-0.0365899,-155.61,-311.599,23.0563,5.128
1.08177,1.13337,-0.0685217,-0.0368729,-155.34,-311.16,23.0563,5.132
1.08149,1.13322,-0.068596,-0.0372221,-154.917,-310.523,23.0563,5.136
1.08122,1.13307,-0.0686703,-0.0372625,-155.196,-310.496,23.0563,5.14
1.08094,1.13292,-0.0687446,-0.0375537,-154.904,-310.158,23.0563,5.144
1.08067,1.13277,-0.0688189,-0.0377538,-154.818,-309.916,23.0563,5.148
1.08039,1.13261,-0.0688932,-0.0389015,-152.569,-307.542,23.0563,5.152
1.08012,1.13245,-0.0689674,-0.03904,-152.616,-306.521,23.0563,5.156
1.07984,1.13229,-0.0690417,-0.039808,-151.226,-304.558,23.0563,5.16
1.07956,1.13212,-0.0691159,-0.0407337,-149.472,-301.867,23.0563,5.164
1.07929,1.13195,-0.0691901,-0.041747,-147.512,-298.608,23.0563,5.168
1.07901,1.13177,-0.0692644,-0.0426554,-145.785,-295.288,23.0563,5.172
1.07873,1.1316,-0.0693386,-0.0434288,-144.362,-292.212,23.0563,5.176
1.07846,1.13142,-0.0694127,-0.0439737,-143.455,-289.754,23.0563,5.18
1.07818,1.13124,-0.0694869,-0.0440844,-143.535,-288.57,23.0563,5.184
1.0779,1.13106,-0.0695611,-0.0441076,-143.815,-288.184,23.0563,5.188
1.07762,1.13089,-0.0696353,-0.0440436,-144.294,-288.417,23.0563,5.192
1.07734,1.13071,-0.0697094,-0.0442001,-144.272,-288.471,23.0563,5.196
1.07706,1.13055,-0.0697835,-0.042905,-147.56,-291.792,23.0563,5.2
1.07678,1.13038,-0.0698577,-0.0424159,-149.019,-294.73,23.0563,5.204
1.0765,1.13021,-0.0699318,-0.0426048,-148.934,-296.115,23.0563,5.208
1.07622,1.13005,-0.0700059,-0.0406752,-153.682,-301.643,23.0563,5.212
1.07594,1.1299,-0.07008,-0.0402557,-154.997,-305.501,23.0563,5.216
1.07566,1.12973,-0.070154,-0.0404834,-154.839,-307.34,23.0563,5.22
1.07538,1.12957,-0.0702281,-0.0405715,-154.998,-308.538,23.0563,5.224
1.0751,1.12941,-0.0703021,-0.0407356,-154.984,-309.172,23.0563,5.228
1.07482,1.12924,-0.0703762,-0.0409035,-154.961,-309.502,23.0563,5.232
1.07454,1.12907,-0.0704502,-0.0411888,-154.669,-309.397,23.0563,5.236
1.07426,1.12891,-0.0705242,-0.0412704,-154.84,-309.541,23.0563,5.24
1.07397,1.12874,-0.0705982,-0.0415845,-154.481,-309.244,23.0563,5.244
1.07369,1.12857,-0.0706722,-0.0421045,-153.65,-308.287,23.0563,5.248
1.07341,1.1284,-0.0707462,-0.0424318,-153.256,-307.455,23.0563,5.252
1.07313,1.12822,-0.0708202,-0.0431894,-151.879,-305.658,23.0563,5.256
1.07284,1.12805,-0.0708941,-0.0434568,-151.616,-304.551,23.0563,5.26
1.07256,1.12787,-0.070968,-0.0438357,-151.097,-303.445,23.0563,5.264
1.07228,1.12769,-0.071042,-0.0443532,-150.26,-302.052,23.0562,5.268
1.07199,1.12751,-0.0711159,-0.0451782,-148.718,-299.828,23.0562,5.272
1.07171,1.12732,-0.0711898,-0.0451759,-149.059,-299.106,23.0563,5.276
1.07142,1.12714,-0.0712637,-0.0455201,-148.61,-298.218,23.0563,5.28
1.07114,1.12695,-0.0713375,-0.0465558,-146.581,-295.745,23.0563,5.284
1.07085,1.12676,-0.0714114,-0.0463635,-147.348,-295.364,23.0563,5.288
1.07056,1.12658,-0.0714852,-0.0467941,-146.696,-294.415,23.0563,5.292
1.07028,1.12639,-0.0715591,-0.0469565,-146.652,-293.917,23.0563,5.296
1.06999,1.1262,-0.0716329,-0.0472387,-146.336,-293.328,23.0563,5.3
1.06971,1.12601,-0.0717067,-0.0470883,-147.004,-293.705,23.0563,5.304
1.06942,1.12582,-0.0717805,-0.0471584,-147.171,-294.007,23.0563,5.308
1.06913,1.12563,-0.0718542,-0.0469669,-147.935,-294.92,23.0563,5.312
1.06884,1.12545,-0.071928,-0.0469374,-148.331,-295.738,23.0563,5.316
1.06856,1.12526,-0.0720018,-0.0466906,-149.224,-297.042,23.0563,5.32
1.06827,1.12507,-0.0720755,-0.0466303,-149.693,-298.135,23.0562,5.324
1.06798,1.12489,-0.0721492,-0.0461745,-151.065,-300.063,23.0563,5.328
1.06769,1.12471,-0.0722229,-0.04619,-151.365,-301.282,23.0563,5.332
1.0674,1.12452,-0.0722966,-0.0458532,-152.47,-303.03,23.0563,5.336
1.06711,1.12434,-0.0723703,-0.0464338,-151.483,-302.892,23.0563,5.34
1.06682,1.12416,-0.0724439,-0.0456815,-153.535,-304.977,23.0563,5.344
1.06653,1.12397,-0.0725176,-0.0463768,-152.289,-304.661,23.0563,5.348
1.06624,1.12378,-0.0725912,-0.0469934,-151.219,-303.554,23.0563,5.352
1.06595,1.12358,-0.0726648,-0.0484492,-148.23,-300.068,23.0563,5.356
1.06566,1.12338,-0.0727384,-0.0488357,-147.672,-297.906,23.0563,5.36
1.06537,1.12318,-0.072812,-0.0495879,-146.278,-295.373,23.0563,5.364
1.06508,1.12297,-0.0728856,-0.0508887,-143.627,-291.469,23.0563,5.368
1.06479,1.12275,-0.0729592,-0.0518416,-141.762,-287.731,23.0563,5.372
1.0645,1.12254,-0.0730327,-0.0529853,-139.456,-283.555,23.0563,5.376
1.0642,1.12232,-0.0731062,-0.053851,-137.778,-279.813,23.0563,5.38
1.06391,1.1221,-0.0731797,-0.05414,-137.41,-277.553,23.0563,5.384
1.06362,1.12188,-0.0732532,-0.0545309,-136.808,-275.736,23.0563,5.388
1.06332,1.12166,-0.0733267,-0.0545561,-137.039,-275.025,23.0563,5.392
1.06303,1.12144,-0.0734002,-0.0543014,-137.908,-275.474,23.0563,5.396
1.06274,1.12123,-0.0734736,-0.0545437,-137.646,-275.363,23.0563,5.4
1.06244,1.121,-0.0735471,-0.0547936,-137.365,-275.051,23.0563,5.404
1.06215,1.12079,-0.0736205,-0.0545869,-138.125,-275.668,23.0563,5.408
1.06185,1.12057,-0.0736939,-0.0547407,-138.064,-275.866,23.0563,5.412
1.06156,1.12035,-0.0737673,-0.0547111,-138.421,-276.339,23.0563,5.416
1.06126,1.12013,-0.0738406,-0.0550785,-137.873,-276.014,23.0563,5.42
1.06097,1.1199,-0.073914,-0.0553209,-137.607,-275.629,23.0563,5.424
1.06067,1.11969,-0.0739873,-0.0548798,-138.901,-276.739,23.0563,5.428
1.06038,1.11947,-0.0740606,-0.05475,-139.487,-277.798,23.0563,5.432
1.06008,1.11926,-0.0741339,-0.054102,-141.257,-280.091,23.0563,5.436
1.05978,1.11904,-0.0742072,-0.0535884,-142.725,-282.637,23.0563,5.44
1.05949,1.11883,-0.0742805,-0.0530344,-144.289,-285.452,23.0563,5.444
1.05919,1.11863,-0.0743538,-0.0526499,-145.471,-288.023,23.0563,5.448
1.05889,1.11841,-0.074427,-0.0535878,-143.637,-287.486,23.0563,5.452
1.05859,1.1182,-0.0745002,-0.0523815,-146.691,-290.447,23.0563,5.456
1.0583,1.118,-0.0745734,-0.0517881,-148.355,-293.415,23.0563,5.46
1.058,1.11779,-0.0746466,-0.0521878,-147.757,-294.281,23.0563,5.464
1.0577,1.11757,-0.0747198,-0.0527937,-146.686,-293.757,23.0563,5.468
1.0574,1.11736,-0.0747929,-0.0535526,-145.262,-292.162,23.0562,5.472
1.0571,1.11714,-0.0748661,-0.0542813,-143.903,-290.075,23.0562,5.476
1.0568,1.11691,-0.0749392,-0.0548013,-143.016,-288.179,23.0563,5.48
1.0565,1.11669,-0.0750123,-0.0550134,-142.828,-287.037,23.0563,5.484
1.0562,1.11647,-0.0750854,-0.0551697,-142.767,-286.362,23.0563,5.488
1.0559,1.11625,-0.0751584,-0.0551029,-143.214,-286.442,23.0563,5.492
1.0556,1.11603,-0.0752315,-0.0548739,-144.033,-287.254,23.0563,5.496
1.0553,1.11581,-0.0753045,-0.0548618,-144.358,-287.94,23.0563,5.5
1.055,1.11559,-0.0753775,-0.0554309,-143.358,-287.284,23.0563,5.504
1.0547,1.11537,-0.0754505,-0.0552097,-144.157,-287.831,23.0563,5.508
1.05439,1.11514,-0.0755235,-0.0555858,-143.596,-287.485,23.0563,5.512
1.05409,1.11492,-0.0755965,-0.0558331,-143.326,-287.085,23.0563,5.516
1.05379,1.1147,-0.0756694,-0.0559705,-143.306,-286.873,23.0563,5.52
1.05349,1.11446,-0.0757423,-0.0570066,-141.236,-284.686,23.0563,5.524
1.05318,1.11424,-0.0758152,-0.0558931,-144.063,-286.53,23.0563,5.528
1.05288,1.11402,-0.0758881,-0.0560806,-143.93,-287.106,23.0563,5.532
1.05258,1.1138,-0.075961,-0.0560313,-144.336,-287.847,23.0563,5.536
1.05227,1.11357,-0.0760338,-0.0556967,-145.394,-289.272,23.0563,5.54
1.05197,1.11335,-0.0761067,-0.0557028,-145.677,-290.229,23.0563,5.544
1.05166,1.11313,-0.0761795,-0.0558598,-145.617,-290.669,23.0563,5.548
1.05136,1.1129,-0.0762523,-0.0560237,-145.539,-290.842,23.0563,5.552
1.05105,1.11267,-0.0763251,-0.0568442,-143.964,-289.371,23.0563,5.556
1.05075,1.11244,-0.0763978,-0.0575303,-142.689,-287.455,23.0563,5.56
1.05044,1.1122,-0.0764706,-0.0580267,-141.844,-285.687,23.0563,5.564
1.05014,1.11196,-0.0765433,-0.0591086,-139.66,-282.614,23.0563,5.568
1.04983,1.11172,-0.076616,-0.0597864,-138.392,-279.881,23.0563,5.572
1.04952,1.11148,-0.0766887,-0.0600862,-137.981,-278.094,23.0563,5.576
1.04922,1.11123,-0.0767613,-0.0611741,-135.772,-274.937,23.0563,5.58
1.04891,1.11099,-0.076834,-0.0600126,-138.688,-276.345,23.0563,5.584
1.0486,1.11075,-0.0769066,-0.0596744,-139.733,-277.849,23.0563,5.588
1.04829,1.11052,-0.0769792,-0.0596401,-140.088,-278.923,23.0563,5.592
1.04798,1.11028,-0.0770518,-0.059813,-139.971,-279.362,23.0563,5.596
1.04768,1.11003,-0.0771243,-0.060101,-139.59,-279.239,23.0563,5.6
1.04737,1.10979,-0.0771969,-0.0602993,-139.412,-279.035,23.0562,5.604
1.04706,1.10955,-0.0772694,-0.0601792,-139.961,-279.49,23.0562,5.608
1.04675,1.10932,-0.0773419,-0.0594599,-141.877,-281.598,23.0563,5.612
1.04644,1.10908,-0.0774144,-0.06002,-140.88,-281.559,23.0563,5.616
1.04613,1.10882,-0.0774869,-0.0612524,-138.345,-279.113,23.0563,5.62
1.04582,1.10859,-0.0775593,-0.0605552,-140.205,-279.896,23.0563,5.624
1.04551,1.10835,-0.0776318,-0.0602446,-141.189,-281.108,23.0563,5.628
1.0452,1.1081,-0.0777042,-0.0602256,-141.509,-281.993,23.0563,5.632
1.04489,1.10786,-0.0777765,-0.0610212,-139.971,-280.91,23.0563,5.636
1.04458,1.10762,-0.0778489,-0.0605035,-141.425,-281.934,23.0563,5.64
1.04427,1.10739,-0.0779213,-0.0592945,-144.46,-285.377,23.0563,5.644
1.04395,1.10715,-0.0779936,-0.0595058,-144.263,-286.755,23.0563,5.648
1.04364,1.1069,-0.0780659,-0.0600071,-143.403,-286.682,23.0563,5.652
1.04333,1.10666,-0.0781382,-0.060324,-142.961,-286.295,23.0563,5.656
1.04302,1.10641,-0.0782104,-0.0611142,-141.438,-284.606,23.0563,5.66
