joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque 1[Nm], DOB Torque 2[Nm], current_time
0.300943,0.362452,-0.131723,-0.128477,-106.965,-202.661,23.0563,11.988
0.300416,0.36195,-0.131706,-0.127154,-109.966,-210.671,23.0563,11.992
0.29989,0.361449,-0.131689,-0.126342,-111.809,-216.63,23.0563,11.996
0.299363,0.360941,-0.131671,-0.12662,-111.168,-219.095,23.0563,12
0.298836,0.360429,-0.131653,-0.127235,-109.757,-219.125,23.0563,12.004
0.29831,0.359905,-0.131636,-0.128921,-105.9,-215.44,23.0563,12.008
0.297783,0.359375,-0.131618,-0.13051,-102.252,-210.174,23.0563,12.012
0.297257,0.358832,-0.1316,-0.132774,-97.0513,-202.452,23.0563,12.016
0.29673,0.358282,-0.131582,-0.134915,-92.1177,-193.807,23.0563,12.02
0.296204,0.35773,-0.131564,-0.13622,-89.0785,-186.513,23.0563,12.024
0.295678,0.357174,-0.131546,-0.137482,-86.1273,-179.848,23.0563,12.028
0.295152,0.356617,-0.131528,-0.138299,-84.185,-174.53,23.0563,12.032
0.294626,0.356057,-0.13151,-0.139021,-82.4519,-170.059,23.0563,12.036
0.2941,0.355506,-0.131492,-0.138501,-83.5485,-168.865,23.0563,12.04
0.293574,0.354954,-0.131474,-0.13825,-84.0332,-168.564,23.0563,12.044
0.293048,0.35441,-0.131455,-0.137228,-86.2798,-170.59,23.0563,12.048
0.292522,0.353866,-0.131437,-0.136661,-87.4963,-172.682,23.0563,12.052
0.291996,0.35333,-0.131419,-0.135539,-89.9797,-176.193,23.0563,12.056
0.291471,0.352797,-0.1314,-0.134532,-92.2085,-180.096,23.0563,12.06
0.290945,0.352272,-0.131381,-0.133051,-95.5247,-185.333,23.0563,12.064
0.29042,0.351748,-0.131363,-0.13219,-97.436,-189.785,23.0563,12.068
0.289894,0.351211,-0.131344,-0.133055,-95.4138,-190.024,23.0563,12.072
0.289369,0.350705,-0.131325,-0.130196,-101.884,-196.852,23.0563,12.076
0.288844,0.350184,-0.131306,-0.130143,-101.969,-200.01,23.0563,12.08
0.288318,0.34966,-0.131287,-0.130536,-101.037,-200.824,23.0563,12.084
0.287793,0.34913,-0.131268,-0.131369,-99.0987,-199.441,23.0563,12.088
0.287268,0.348593,-0.131249,-0.132753,-95.8972,-195.686,23.0563,12.092
0.286743,0.348037,-0.13123,-0.135479,-89.6226,-187.681,23.0563,12.096
0.286218,0.347505,-0.131211,-0.134422,-91.9637,-186.273,23.0563,12.1
0.285694,0.34695,-0.131191,-0.136253,-87.7209,-180.987,23.0563,12.104
0.285169,0.346398,-0.131172,-0.137078,-85.7609,-176.562,23.0563,12.108
0.284644,0.345857,-0.131152,-0.13627,-87.5228,-176.084,23.0563,12.112
0.28412,0.34531,-0.131133,-0.136435,-87.0685,-175.168,23.0563,12.116
0.283595,0.344772,-0.131113,-0.135567,-88.9701,-176.612,23.0563,12.12
0.283071,0.344235,-0.131094,-0.135085,-89.9968,-178.229,23.0562,12.124
0.282546,0.343707,-0.131074,-0.133627,-93.2527,-182.27,23.0562,12.128
0.282022,0.343182,-0.131054,-0.132625,-95.4773,-186.377,23.0563,12.132
0.281498,0.342664,-0.131034,-0.131186,-98.7067,-191.642,23.0563,12.136
0.280974,0.342145,-0.131014,-0.13054,-100.135,-195.635,23.0563,12.14
0.28045,0.341631,-0.130994,-0.12972,-101.963,-199.523,23.0563,12.144
0.279926,0.341114,-0.130974,-0.129457,-102.526,-202.044,23.0563,12.148
0.279402,0.340599,-0.130954,-0.129157,-103.175,-204.03,23.0563,12.152
0.278878,0.340062,-0.130934,-0.131409,-98.0025,-199.888,23.0563,12.156
0.278355,0.339554,-0.130914,-0.129435,-102.457,-202.617,23.0563,12.16
0.277831,0.339024,-0.130893,-0.130834,-99.2283,-200.409,23.0563,12.164
0.277307,0.33849,-0.130873,-0.131995,-96.5333,-196.846,23.0563,12.168
0.276784,0.337948,-0.130852,-0.133599,-92.818,-191.45,23.0563,12.172
0.276261,0.337402,-0.130832,-0.134798,-90.0187,-186.066,23.0562,12.176
0.275737,0.336849,-0.130811,-0.136347,-86.4122,-179.78,23.0562,12.18
0.275214,0.336296,-0.130791,-0.137207,-84.366,-174.642,23.0563,12.184
0.274691,0.335745,-0.13077,-0.137417,-83.7997,-171.449,23.0563,12.188
0.274168,0.335194,-0.130749,-0.13761,-83.2689,-169.207,23.0563,12.192
0.273645,0.334648,-0.130728,-0.137141,-84.2462,-168.998,23.0563,12.196
0.273122,0.33409,-0.130707,-0.138186,-81.7729,-166.3,23.0563,12.2
0.272599,0.333556,-0.130686,-0.136079,-86.4836,-169.787,23.0563,12.204
0.272077,0.333039,-0.130665,-0.133105,-93.188,-177.906,23.0562,12.208
0.271554,0.332515,-0.130644,-0.132143,-95.3182,-183.801,23.0562,12.212
0.271032,0.331977,-0.130623,-0.133183,-92.888,-184.408,23.0563,12.216
0.270509,0.331476,-0.130601,-0.129691,-100.79,-192.919,23.0563,12.22
0.269987,0.330957,-0.13058,-0.129633,-100.881,-196.86,23.0563,12.224
0.269464,0.330439,-0.130559,-0.1296,-100.913,-199.071,23.0563,12.228
0.268942,0.329922,-0.130537,-0.129467,-101.175,-200.557,23.0563,12.232
0.26842,0.329398,-0.130516,-0.130084,-99.7248,-199.903,23.0563,12.236
0.267898,0.32886,-0.130494,-0.132154,-94.9548,-194.931,23.0563,12.24
0.267376,0.328346,-0.130472,-0.130502,-98.6647,-196.41,23.0563,12.244
0.266854,0.327813,-0.13045,-0.131657,-95.9795,-194.133,23.0563,12.248
0.266333,0.327251,-0.130429,-0.1356,-86.925,-184.111,23.0563,12.252
0.265811,0.326723,-0.130407,-0.13399,-90.515,-183.141,23.0563,12.256
0.265289,0.326194,-0.130385,-0.133211,-92.2198,-183.908,23.0563,12.26
0.264768,0.325652,-0.130363,-0.134237,-89.8106,-181.735,23.0563,12.264
0.264246,0.325094,-0.130341,-0.136572,-84.4057,-175.389,23.0563,12.268
0.263725,0.324552,-0.130318,-0.136143,-85.2956,-173.356,23.0563,12.272
0.263204,0.324029,-0.130296,-0.133754,-90.6573,-177.49,23.0563,12.276
0.262683,0.323491,-0.130274,-0.134078,-89.8456,-178.378,23.0563,12.28
0.262162,0.322963,-0.130251,-0.133183,-91.8123,-180.929,23.0563,12.284
0.261641,0.322434,-0.130229,-0.132762,-92.7017,-183.016,23.0563,12.288
0.26112,0.32191,-0.130206,-0.131953,-94.481,-185.857,23.0563,12.292
0.260599,0.321388,-0.130184,-0.131273,-95.97,-188.726,23.0563,12.296
0.260078,0.320869,-0.130161,-0.130665,-97.299,-191.484,23.0563,12.3
0.259558,0.320335,-0.130138,-0.131862,-94.5113,-190.08,23.0563,12.304
0.259037,0.319821,-0.130116,-0.130378,-97.8353,-192.934,23.0563,12.308
0.258517,0.319313,-0.130093,-0.128901,-101.152,-197.468,23.0563,12.312
0.257997,0.318792,-0.13007,-0.129501,-99.7397,-198.205,23.0563,12.316
0.257476,0.318271,-0.130047,-0.129872,-98.8434,-197.875,23.0563,12.32
0.256956,0.317732,-0.130024,-0.132036,-93.854,-192.801,23.0563,12.324
0.256436,0.317216,-0.130001,-0.13059,-97.0888,-193.773,23.0563,12.328
0.255916,0.316685,-0.129977,-0.131552,-94.8367,-191.7,23.0563,12.332
0.255396,0.316155,-0.129954,-0.131972,-93.8166,-189.779,23.0563,12.336
0.254877,0.315604,-0.129931,-0.134623,-87.7006,-182.708,23.0563,12.34
0.254357,0.315082,-0.129907,-0.132756,-91.8764,-183.637,23.0563,12.344
0.253837,0.314545,-0.129884,-0.133408,-90.317,-182.129,23.0563,12.348
0.253318,0.314011,-0.12986,-0.133502,-90.0273,-181.175,23.0563,12.352
0.252798,0.313463,-0.129837,-0.135051,-86.4155,-177.065,23.0563,12.356
0.252279,0.312947,-0.129813,-0.132303,-92.5979,-181.367,23.0563,12.36
0.25176,0.312417,-0.129789,-0.132389,-92.3324,-182.803,23.0563,12.364
0.251241,0.311892,-0.129766,-0.131899,-93.3791,-184.677,23.0563,12.368
0.250722,0.311364,-0.129742,-0.131934,-93.2312,-185.454,23.0563,12.372
0.250203,0.310838,-0.129718,-0.1318,-93.4687,-186.14,23.0563,12.376
0.249684,0.310299,-0.129694,-0.133107,-90.4174,-183.443,23.0563,12.38
0.249165,0.309791,-0.12967,-0.13034,-96.6541,-188.521,23.0563,12.384
0.248647,0.30925,-0.129646,-0.132527,-91.606,-185.6,23.0563,12.388
0.248128,0.308741,-0.129621,-0.130171,-96.9067,-189.84,23.0563,12.392
0.24761,0.308218,-0.129597,-0.130475,-96.155,-190.854,23.0563,12.396
0.247091,0.307699,-0.129573,-0.130183,-96.76,-192.106,23.0563,12.4
0.246573,0.307153,-0.129548,-0.132938,-90.4137,-186.387,23.0563,12.404
0.246055,0.306635,-0.129524,-0.13136,-93.9383,-187.441,23.0563,12.408
0.245537,0.306118,-0.129499,-0.130444,-95.9595,-189.656,23.0563,12.412
0.245019,0.305594,-0.129475,-0.130665,-95.3937,-190.096,23.0563,12.416
0.244501,0.305067,-0.12945,-0.131248,-93.9989,-189.008,23.0563,12.42
0.243983,0.304538,-0.129425,-0.131611,-93.104,-187.664,23.0563,12.424
0.243466,0.304008,-0.1294,-0.132004,-92.1361,-186.049,23.0563,12.428
0.242948,0.303482,-0.129376,-0.131762,-92.6153,-185.739,23.0563,12.432
0.242431,0.302954,-0.129351,-0.131973,-92.0618,-184.959,23.0563,12.436
0.241913,0.302428,-0.129326,-0.131668,-92.6841,-185.21,23.0563,12.44
0.241396,0.301901,-0.1293,-0.131729,-92.4731,-185.069,23.0563,12.444
0.240879,0.301376,-0.129275,-0.131532,-92.8486,-185.39,23.0563,12.448
0.240362,0.300829,-0.12925,-0.133842,-87.5076,-180.185,23.0563,12.452
0.239845,0.300313,-0.129225,-0.131708,-92.2888,-182.669,23.0563,12.456
0.239328,0.299785,-0.129199,-0.131789,-92.0292,-183.258,23.0563,12.46
0.238811,0.299255,-0.129174,-0.132142,-91.1507,-182.735,23.0563,12.464
0.238295,0.298724,-0.129149,-0.132453,-90.3642,-181.756,23.0563,12.468
0.237778,0.298176,-0.129123,-0.134468,-85.6862,-176.62,23.0563,12.472
0.237262,0.297656,-0.129097,-0.132478,-90.1335,-178.736,23.0562,12.476
0.236745,0.297126,-0.129072,-0.132486,-90.0355,-179.318,23.0562,12.48
0.236229,0.29659,-0.129046,-0.133143,-88.4559,-178.073,23.0562,12.484
0.235713,0.296055,-0.12902,-0.133431,-87.7131,-176.814,23.0563,12.488
0.235197,0.295515,-0.128994,-0.13409,-86.1218,-174.606,23.0563,12.492
0.234681,0.294981,-0.128968,-0.133881,-86.5081,-173.942,23.0563,12.496
0.234165,0.294441,-0.128942,-0.134378,-85.2814,-172.304,23.0563,12.5
0.23365,0.293903,-0.128916,-0.134386,-85.1692,-171.418,23.0563,12.504
0.233134,0.293365,-0.12889,-0.134429,-84.9768,-170.746,23.0563,12.508
0.232618,0.292835,-0.128864,-0.133531,-86.9294,-172.347,23.0563,12.512
0.232103,0.292307,-0.128837,-0.132918,-88.24,-174.33,23.0563,12.516
0.231588,0.291756,-0.128811,-0.135033,-83.326,-170.37,23.0563,12.52
0.231073,0.291259,-0.128785,-0.130297,-94.0327,-179.426,23.0563,12.524
0.230557,0.290742,-0.128758,-0.129816,-95.0615,-184.295,23.0563,12.528
0.230042,0.290203,-0.128732,-0.131967,-90.0865,-181.909,23.0563,12.532
0.229528,0.289687,-0.128705,-0.130666,-92.9719,-184.024,23.0563,12.536
0.229013,0.28918,-0.128678,-0.128984,-96.7367,-188.642,23.0563,12.54
0.228498,0.288663,-0.128651,-0.129048,-96.5288,-190.582,23.0563,12.544
0.227984,0.288143,-0.128625,-0.129429,-95.5963,-190.749,23.0563,12.548
0.227469,0.287613,-0.128598,-0.13083,-92.332,-187.682,23.0563,12.552
0.226955,0.287093,-0.128571,-0.130457,-93.1073,-187.116,23.0563,12.556
0.226441,0.286569,-0.128544,-0.130749,-92.3678,-185.976,23.0563,12.56
0.225926,0.286043,-0.128517,-0.131065,-91.5717,-184.628,23.0563,12.564
0.225412,0.285498,-0.12849,-0.133313,-86.3634,-178.759,23.0563,12.568
0.224899,0.284975,-0.128462,-0.132182,-88.851,-178.566,23.0563,12.572
0.224385,0.284445,-0.128435,-0.132398,-88.2716,-177.603,23.0563,12.576
0.223871,0.283913,-0.128408,-0.132595,-87.7345,-176.595,23.0563,12.58
0.223357,0.283379,-0.12838,-0.13305,-86.6072,-174.967,23.0563,12.584
0.222844,0.282836,-0.128353,-0.134186,-83.9233,-171.504,23.0563,12.588
0.222331,0.282312,-0.128325,-0.13282,-86.9381,-172.894,23.0563,12.592
0.221817,0.281783,-0.128298,-0.132599,-87.3506,-173.743,23.0563,12.596
0.221304,0.281254,-0.12827,-0.1324,-87.7153,-174.534,23.0563,12.6
0.220791,0.280707,-0.128242,-0.134362,-83.1485,-170.365,23.0563,12.604
0.220278,0.280188,-0.128214,-0.132266,-87.8286,-173.238,23.0563,12.608
0.219766,0.279674,-0.128186,-0.130641,-91.4473,-177.932,23.0563,12.612
0.219253,0.279146,-0.128158,-0.131196,-90.0996,-178.79,23.0563,12.616
0.21874,0.278625,-0.12813,-0.130776,-90.9759,-180.293,23.0563,12.62
0.218228,0.278085,-0.128102,-0.132615,-86.6982,-176.752,23.0563,12.624
0.217715,0.277577,-0.128074,-0.13022,-92.0691,-180.632,23.0563,12.628
0.217203,0.277048,-0.128046,-0.13104,-90.1216,-180.243,23.0563,12.632
0.216691,0.276514,-0.128018,-0.132186,-87.4226,-177.543,23.0563,12.636
0.216179,0.275993,-0.127989,-0.131326,-89.2944,-178.216,23.0563,12.64
0.215667,0.275461,-0.127961,-0.132076,-87.496,-176.583,23.0563,12.644
0.215155,0.274928,-0.127932,-0.132531,-86.3658,-174.746,23.0563,12.648
0.214644,0.274396,-0.127904,-0.132784,-85.694,-173.179,23.0563,12.652
0.214132,0.273858,-0.127875,-0.133577,-83.7877,-170.476,23.0563,12.656
0.213621,0.273326,-0.127847,-0.133327,-84.2569,-169.656,23.0563,12.66
0.213109,0.272792,-0.127818,-0.13338,-84.0355,-168.927,23.0563,12.664
0.212598,0.272261,-0.127789,-0.133025,-84.743,-169.254,23.0563,12.668
0.212087,0.271717,-0.12776,-0.134402,-81.5016,-166.115,23.0563,12.672
0.211576,0.271203,-0.127731,-0.131789,-87.3554,-170.587,23.0563,12.676
0.211065,0.270677,-0.127702,-0.131643,-87.5977,-172.662,23.0563,12.68
0.210554,0.270156,-0.127673,-0.130985,-89.0058,-175.196,23.0563,12.684
0.210044,0.269621,-0.127644,-0.132309,-85.8973,-173.339,23.0563,12.688
0.209533,0.269111,-0.127615,-0.130127,-90.7794,-177.535,23.0563,12.692
0.209023,0.268583,-0.127585,-0.130911,-88.9078,-177.452,23.0563,12.696
0.208513,0.268053,-0.127556,-0.131692,-87.0376,-175.743,23.0563,12.7
0.208002,0.267512,-0.127527,-0.133278,-83.3262,-171.29,23.0563,12.704
0.207492,0.266997,-0.127497,-0.131203,-87.9567,-173.86,23.0563,12.708
0.206982,0.266466,-0.127468,-0.131893,-86.2915,-173.107,23.0563,12.712
0.206473,0.265938,-0.127438,-0.132007,-85.9343,-172.517,23.0563,12.716
0.205963,0.265403,-0.127408,-0.132685,-84.2907,-170.585,23.0563,12.72
0.205453,0.264874,-0.127379,-0.132601,-84.3809,-169.785,23.0563,12.724
0.204944,0.264339,-0.127349,-0.133015,-83.3348,-168.284,23.0563,12.728
0.204435,0.263813,-0.127319,-0.1324,-84.6326,-168.864,23.0563,12.732
0.203925,0.26328,-0.127289,-0.132711,-83.8217,-168.232,23.0563,12.736
0.203416,0.262751,-0.127259,-0.132577,-84.0247,-168.173,23.0563,12.74
0.202907,0.262232,-0.127229,-0.131274,-86.8951,-170.989,23.0563,12.744
0.202398,0.261712,-0.127199,-0.130742,-88.0142,-173.353,23.0563,12.748
0.20189,0.261192,-0.127169,-0.13037,-88.7722,-175.3,23.0563,12.752
0.201381,0.260676,-0.127138,-0.129741,-90.1182,-177.644,23.0563,12.756
0.200873,0.260159,-0.127108,-0.129622,-90.3044,-178.982,23.0563,12.76
0.200364,0.259643,-0.127078,-0.129287,-90.9833,-180.384,23.0563,12.764
0.199856,0.259126,-0.127047,-0.129254,-90.9741,-181.078,23.0563,12.768
0.199348,0.258594,-0.127017,-0.130964,-86.9901,-177.48,23.0563,12.772
0.19884,0.258087,-0.126986,-0.129111,-91.1223,-180.058,23.0563,12.776
0.198332,0.257567,-0.126955,-0.129464,-90.2342,-180.141,23.0563,12.78
0.197824,0.25705,-0.126925,-0.129391,-90.3142,-180.367,23.0563,12.784
0.197317,0.256529,-0.126894,-0.129734,-89.4446,-179.613,23.0563,12.788
0.196809,0.25601,-0.126863,-0.129772,-89.2712,-179.118,23.0563,12.792
0.196302,0.255489,-0.126832,-0.129984,-88.6969,-178.288,23.0563,12.796
0.195794,0.254972,-0.126801,-0.129603,-89.4753,-178.669,23.0563,12.8
0.195287,0.254451,-0.12677,-0.129929,-88.6433,-177.962,23.0563,12.804
0.19478,0.253932,-0.126739,-0.129842,-88.7523,-177.771,23.0563,12.808
0.194273,0.253412,-0.126708,-0.129985,-88.3346,-177.235,23.0563,12.812
0.193767,0.252892,-0.126677,-0.129988,-88.2361,-176.885,23.0563,12.816
0.19326,0.252372,-0.126645,-0.129989,-88.14,-176.605,23.0563,12.82
0.192753,0.251848,-0.126614,-0.130374,-87.1693,-175.49,23.0563,12.824
0.192247,0.251327,-0.126583,-0.130319,-87.199,-175.008,23.0563,12.828
0.191741,0.250806,-0.126551,-0.130288,-87.1729,-174.711,23.0563,12.832
0.191235,0.250272,-0.126519,-0.13173,-83.7873,-171.162,23.0563,12.836
0.190729,0.249768,-0.126488,-0.129191,-89.4745,-175.256,23.0563,12.84
0.190223,0.24925,-0.126456,-0.129316,-89.0996,-176.522,23.0563,12.844
0.189717,0.248731,-0.126424,-0.129501,-88.5876,-176.756,23.0563,12.848
0.189211,0.24822,-0.126393,-0.128759,-90.1884,-178.543,23.0563,12.852
0.188706,0.247703,-0.126361,-0.128923,-89.7273,-178.897,23.0563,12.856
0.1882,0.247191,-0.126329,-0.128553,-90.4818,-179.899,23.0563,12.86
0.187695,0.246678,-0.126297,-0.128424,-90.6882,-180.579,23.0563,12.864
0.18719,0.246168,-0.126265,-0.128046,-91.4654,-181.711,23.0563,12.868
0.186685,0.245655,-0.126232,-0.128066,-91.3352,-182.123,23.0563,12.872
0.18618,0.245141,-0.1262,-0.128307,-90.6993,-181.73,23.0563,12.876
0.185675,0.244625,-0.126168,-0.128557,-90.0435,-180.927,23.0563,12.88
0.185171,0.2441,-0.126136,-0.12977,-87.186,-177.696,23.0563,12.884
0.184666,0.243581,-0.126103,-0.129753,-87.1274,-176.16,23.0563,12.888
0.184162,0.243059,-0.126071,-0.130128,-86.1755,-174.361,23.0563,12.892
0.183658,0.242534,-0.126038,-0.130566,-85.0751,-172.367,23.0563,12.896
0.183154,0.242009,-0.126006,-0.130886,-84.2409,-170.547,23.0563,12.9
0.18265,0.241485,-0.125973,-0.130987,-83.9042,-169.293,23.0563,12.904
0.182146,0.240959,-0.12594,-0.131236,-83.2312,-167.96,23.0563,12.908
0.181642,0.240424,-0.125907,-0.132295,-80.7057,-164.768,23.0563,12.912
0.181139,0.239909,-0.125875,-0.130772,-84.0646,-166.636,23.0563,12.916
0.180635,0.239405,-0.125842,-0.128659,-88.7791,-172.015,23.0563,12.92
0.180132,0.238888,-0.125809,-0.128905,-88.1234,-173.823,23.0563,12.924
0.179629,0.238378,-0.125776,-0.128275,-89.4676,-176.245,23.0563,12.928
0.179126,0.237864,-0.125743,-0.128385,-89.1248,-177.098,23.0563,12.932
0.178623,0.237357,-0.125709,-0.127678,-90.6444,-179.129,23.0563,12.936
0.17812,0.236849,-0.125676,-0.127324,-91.3642,-180.809,23.0563,12.94
0.177617,0.236344,-0.125643,-0.126859,-92.3399,-182.638,23.0563,12.944
0.177115,0.235842,-0.125609,-0.126293,-93.547,-184.753,23.0563,12.948
0.176613,0.235337,-0.125576,-0.126248,-93.5706,-185.817,23.0563,12.952
0.17611,0.234824,-0.125543,-0.127105,-91.5334,-184.368,23.0563,12.956
0.175608,0.234332,-0.125509,-0.125278,-95.6154,-187.872,23.0563,12.96
0.175106,0.233829,-0.125475,-0.125492,-95.0533,-188.803,23.0563,12.964
0.174604,0.233324,-0.125442,-0.125841,-94.1805,-188.509,23.0563,12.968
0.174103,0.232815,-0.125408,-0.126457,-92.6955,-186.958,23.0563,12.972
0.173601,0.232304,-0.125374,-0.126991,-91.3929,-184.959,23.0563,12.976
0.1731,0.231791,-0.12534,-0.127595,-89.9275,-182.527,23.0563,12.98
0.172598,0.231266,-0.125306,-0.129197,-86.1798,-177.591,23.0563,12.984
0.172097,0.23075,-0.125272,-0.129089,-86.3236,-175.41,23.0563,12.988
0.171596,0.230254,-0.125238,-0.126841,-91.351,-179.21,23.0563,12.992
0.171095,0.229744,-0.125204,-0.127205,-90.434,-179.845,23.0563,12.996
0.170595,0.229231,-0.12517,-0.127599,-89.4448,-179.31,23.0563,13
0.170094,0.228727,-0.125136,-0.126934,-90.8667,-180.545,23.0563,13.004
0.169594,0.22822,-0.125101,-0.126834,-91.0058,-181.213,23.0563,13.008
0.169093,0.227712,-0.125067,-0.126855,-90.8684,-181.43,23.0563,13.012
0.168593,0.227203,-0.125032,-0.127097,-90.2263,-180.924,23.0563,13.016
0.168093,0.226695,-0.124998,-0.127078,-90.1781,-180.666,23.0563,13.02
0.167593,0.226183,-0.124963,-0.127413,-89.3219,-179.672,23.0563,13.024
0.167093,0.225679,-0.124929,-0.126831,-90.5547,-180.448,23.0563,13.028
0.166594,0.225172,-0.124894,-0.126815,-90.5002,-180.688,23.0563,13.032
0.166094,0.224667,-0.124859,-0.126576,-90.9547,-181.281,23.0563,13.036
0.165595,0.224163,-0.124824,-0.12629,-91.5181,-182.124,23.0563,13.04
0.165096,0.223658,-0.124789,-0.126284,-91.4422,-182.453,23.0562,13.044
0.164596,0.223153,-0.124754,-0.126204,-91.5354,-182.738,23.0563,13.048
0.164097,0.222646,-0.124719,-0.126544,-90.6718,-182.022,23.0563,13.052
0.163599,0.222137,-0.124684,-0.126809,-89.9747,-181.023,23.0563,13.056
0.1631,0.221627,-0.124649,-0.127072,-89.282,-179.853,23.0563,13.06
0.162601,0.221117,-0.124614,-0.127256,-88.7658,-178.764,23.0563,13.064
0.162103,0.220609,-0.124579,-0.127166,-88.8729,-178.323,23.0563,13.068
0.161605,0.220091,-0.124543,-0.128191,-86.4369,-175.63,23.0563,13.072
0.161107,0.219598,-0.124508,-0.125997,-91.34,-179.309,23.0563,13.076
0.160609,0.219095,-0.124472,-0.125929,-91.4038,-180.871,23.0563,13.08
0.160111,0.218598,-0.124437,-0.125163,-93.0634,-183.392,23.0563,13.084
0.159613,0.218098,-0.124401,-0.125082,-93.1617,-184.706,23.0563,13.088
0.159116,0.217597,-0.124366,-0.125153,-92.9156,-185.179,23.0563,13.092
0.158618,0.217098,-0.12433,-0.125,-93.1781,-185.731,23.0563,13.096
0.158121,0.216593,-0.124294,-0.125606,-91.7096,-184.54,23.0563,13.1
0.157624,0.216088,-0.124258,-0.125827,-91.1141,-183.446,23.0563,13.104
0.157127,0.215577,-0.124222,-0.12668,-89.0773,-180.868,23.0563,13.108
0.15663,0.215063,-0.124186,-0.12746,-87.1984,-177.783,23.0563,13.112
0.156134,0.214548,-0.12415,-0.128086,-85.6678,-174.747,23.0563,13.116
0.155637,0.214018,-0.124114,-0.130084,-81.0007,-168.563,23.0563,13.12
0.155141,0.213501,-0.124078,-0.129659,-81.8505,-166.497,23.0563,13.124
0.154644,0.212978,-0.124042,-0.13019,-80.5195,-163.923,23.0563,13.128
0.154148,0.212438,-0.124006,-0.132328,-75.5192,-157.64,23.0563,13.132
0.153652,0.211908,-0.123969,-0.132364,-75.3004,-154.487,23.0563,13.136
0.153157,0.211379,-0.123933,-0.132308,-75.2928,-152.752,23.0563,13.14
0.152661,0.210866,-0.123896,-0.130472,-79.3445,-155.842,23.0563,13.144
0.152165,0.210337,-0.12386,-0.131333,-77.254,-155.016,23.0563,13.148
0.15167,0.209794,-0.123823,-0.133309,-72.6148,-150.15,23.0563,13.152
0.151175,0.209284,-0.123786,-0.130721,-78.3746,-153.724,23.0563,13.156
0.15068,0.208764,-0.12375,-0.13032,-79.1616,-155.856,23.0563,13.16
0.150185,0.20826,-0.123713,-0.128485,-83.2228,-161.014,23.0563,13.164
0.14969,0.207762,-0.123676,-0.126697,-87.1863,-167.392,23.0563,13.168
0.149195,0.207257,-0.123639,-0.12651,-87.5092,-170.818,23.0563,13.172
0.148701,0.206802,-0.123602,-0.12084,-100.344,-185.522,23.0563,13.176
0.148207,0.206334,-0.123565,-0.119111,-104.225,-196.144,23.0563,13.18
0.147712,0.205872,-0.123528,-0.117536,-107.763,-205.152,23.0563,13.184
0.147218,0.205403,-0.123491,-0.117352,-108.138,-210.137,23.0562,13.188
0.146724,0.204938,-0.123454,-0.116904,-109.115,-213.842,23.0562,13.192
0.146231,0.204465,-0.123416,-0.117423,-107.888,-214.565,23.0563,13.196
0.145737,0.203969,-0.123379,-0.12036,-101.14,-208.355,23.0563,13.2
0.145244,0.203485,-0.123342,-0.120686,-100.33,-204.844,23.0563,13.204
0.14475,0.202988,-0.123304,-0.122211,-96.7823,-199.436,23.0563,13.208
0.144257,0.202484,-0.123267,-0.123903,-92.844,-192.888,23.0563,13.212
0.143764,0.20196,-0.123229,-0.12707,-85.5297,-182.372,23.0563,13.216
0.143271,0.201451,-0.123191,-0.127216,-85.0843,-176.899,23.0562,13.22
0.142779,0.200929,-0.123154,-0.128603,-81.8084,-170.631,23.0563,13.224
0.142286,0.200412,-0.123116,-0.128913,-80.9805,-166.686,23.0563,13.228
0.141794,0.199891,-0.123078,-0.129546,-79.4132,-163.018,23.0563,13.232
0.141302,0.19936,-0.12304,-0.130972,-76.0306,-157.772,23.0563,13.236
0.14081,0.198858,-0.123002,-0.12854,-81.4425,-160.647,23.0563,13.24
0.140318,0.198351,-0.122964,-0.127688,-83.2646,-163.464,23.0563,13.244
0.139826,0.197849,-0.122926,-0.126792,-85.1913,-166.753,23.0563,13.248
0.139334,0.197353,-0.122888,-0.125488,-88.0544,-171.23,23.0563,13.252
0.138843,0.196857,-0.122849,-0.124879,-89.3406,-174.685,23.0563,13.256
0.138351,0.196371,-0.122811,-0.123312,-92.8157,-179.937,23.0563,13.26
0.13786,0.195891,-0.122773,-0.121866,-96.0254,-185.678,23.0563,13.264
0.137369,0.19541,-0.122734,-0.121139,-97.6022,-190.087,23.0563,13.268
0.136878,0.194927,-0.122696,-0.120928,-98.0084,-192.768,23.0563,13.272
0.136388,0.194444,-0.122657,-0.120848,-98.1133,-194.317,23.0563,13.276
0.135897,0.193958,-0.122619,-0.121188,-97.2619,-194.314,23.0563,13.28
0.135407,0.193469,-0.12258,-0.121646,-96.1395,-193.285,23.0563,13.284
0.134916,0.19296,-0.122541,-0.124203,-90.2221,-186.919,23.0563,13.288
0.134426,0.192472,-0.122503,-0.123205,-92.3997,-186.219,23.0563,13.292
0.133936,0.191969,-0.122464,-0.12434,-89.7175,-182.906,23.0563,13.296
0.133447,0.191457,-0.122425,-0.125892,-86.0763,-177.721,23.0563,13.3
0.132957,0.190952,-0.122386,-0.126063,-85.5749,-174.745,23.0563,13.304
0.132468,0.190442,-0.122347,-0.126772,-83.8441,-171.416,23.0563,13.308
0.131978,0.189937,-0.122308,-0.126475,-84.4042,-170.319,23.0563,13.312
