joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
-1.0042e-09,-0.000187256,0.3929,0.00012334,-7.52997e-07,0,0.0999999,0,-1,-2500,0,0,23.0563,0.1,0.004
-8.02876e-09,-0.000187256,0.3933,0.00012334,-3.00958e-06,0,0.0999996,0,-1,-2500,-0.00133315,-0.00133315,20.0778,0.1,0.008
-2.70808e-08,-0.000187256,0.3937,0.000137851,-6.76613e-06,0,0.0999991,0.00120922,-1,-2500,-0.00264254,-0.00264254,17.1106,0.1,0.012
-6.4153e-08,-0.000187602,0.3941,0.000313015,-1.2019e-05,-2.87909e-05,0.0999984,0.0154031,-1,-2500,-0.00393366,-0.00393366,14.164,0.1,0.016
-1.25224e-07,-0.000187256,0.3945,0.000672671,-1.87647e-05,9.59697e-06,0.0999975,0.0402401,-1,-2500,-0.00541391,-0.00541391,11.2485,0.1,0.02
-2.16256e-07,-0.000187256,0.3949,0.00117536,-2.69995e-05,6.39798e-06,0.0999964,0.0687175,0,-2500,-0.00646721,-0.00646721,8.36945,0.1,0.024
-3.43201e-07,-0.000187256,0.3953,0.00177962,-3.67199e-05,4.26532e-06,0.0999951,0.096167,0,-2500,-0.00746751,-0.00746751,5.52737,0.1,0.028
-5.11991e-07,-0.000187256,0.3957,0.00244089,-4.79222e-05,2.84355e-06,0.0999937,0.119217,0,-2500,-0.00838921,-0.00838921,2.7196,0.1,0.032
-7.28549e-07,-0.000187256,0.3961,0.0030918,-6.06029e-05,1.8957e-06,0.099992,0.13372,0,-2500,-0.00921018,-0.00921018,-0.0603222,-0.0603222,0.036
-9.98781e-07,-0.000187256,0.3965,0.00371161,-7.47583e-05,1.2638e-06,0.0999901,0.140798,0,-2500,-0.00991061,-0.00991061,-2.81978,-0.1,0.04
-1.32858e-06,-0.000187256,0.3969,0.0042948,-9.03849e-05,8.42533e-07,0.099988,0.142464,0,-2500,-0.0104722,-0.0104722,-5.56346,-0.1,0.044
-1.72382e-06,-0.000187256,0.3973,0.0048545,-0.000107479,5.61689e-07,0.0999858,0.141617,0,-2500,-0.0108778,-0.0108778,-8.29406,-0.1,0.048
-2.19036e-06,-0.000187602,0.3977,0.00540866,-0.000126037,-2.84165e-05,0.0999833,0.140592,0,-2500,-0.0111314,-0.0111314,-11.0123,-0.1,0.052
-2.73406e-06,-0.000187256,0.3981,0.00595972,-0.000146056,9.84661e-06,0.0999806,0.13965,0,-2500,-0.0114394,-0.0114394,-13.7182,-0.1,0.056
-3.36075e-06,-0.000187602,0.3985,0.00654049,-0.000167531,-2.22265e-05,0.0999778,0.141497,0,-2500,-0.0112057,-0.0112057,-16.4099,-0.1,0.06
-4.07625e-06,-0.000187256,0.398899,0.00712403,-0.00019046,1.39732e-05,0.0999747,0.142959,0,-2500,-0.0110264,-0.0110264,-19.0872,-0.1,0.064
