joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
-2.933,-2.93186,0.256157,-0.136737,7.52997e-07,0,0.0999999,0,7,-2500,0,0,22.841,0.1,0.004
-2.933,-2.93186,0.256557,-0.136737,3.00958e-06,-0.000143955,0.0999996,2.87909e-05,6,-2500,0.00793828,0.00793828,19.8628,0.1,0.008
-2.933,-2.93186,0.256957,-0.136728,6.76613e-06,-0.000124761,0.0999991,0.000767758,6,-2500,0.0145383,0.0145383,16.8954,0.1,0.012
-2.933,-2.93186,0.257357,-0.136563,1.2019e-05,-5.43829e-05,0.0999984,0.0142739,7,-2500,0.0213226,0.0213226,13.9485,0.1,0.016
-2.933,-2.93186,0.257757,-0.136219,1.87647e-05,-9.38371e-05,0.0999975,0.0381917,6,-2500,0.0286721,0.0286721,11.0325,0.1,0.02
-2.933,-2.93186,0.258157,-0.135738,2.69995e-05,-6.25581e-05,0.0999964,0.0655381,7,-2500,0.0356111,0.0356111,8.15229,0.1,0.024
-2.933,-2.93186,0.258557,-0.135153,3.67199e-05,-9.92872e-05,0.0999951,0.0924351,6,-2500,0.0427276,0.0427276,5.3087,0.1,0.028
-2.933,-2.93186,0.258957,-0.134507,4.79222e-05,-0.000123773,0.0999937,0.115491,6,-2500,0.0493895,0.0493895,2.4994,0.1,0.032
-2.933,-2.93186,0.259357,-0.133815,6.06029e-05,-0.000140097,0.099992,0.134605,6,-2500,0.0556996,0.0556996,-0.278727,-0.1,0.036
-2.933,-2.93186,0.259757,-0.133117,7.47583e-05,-0.000179771,0.0999901,0.147923,5,-2500,0.0617007,0.0617007,-3.03118,-0.1,0.04
-2.933,-2.93186,0.260157,-0.132425,9.03849e-05,-0.000119847,0.099988,0.156284,5,-2500,0.0672349,0.0672349,-5.76153,-0.1,0.044
-2.933,-2.93186,0.260557,-0.13176,0.000107479,-7.98982e-05,0.0999858,0.159583,6,-2500,0.073189,0.073189,-8.47428,-0.1,0.048
-2.933,-2.93186,0.260957,-0.131125,0.000126037,-5.32655e-05,0.0999833,0.159364,6,-2500,0.0793561,0.0793561,-11.1729,-0.1,0.052
-2.933,-2.93186,0.261357,-0.130499,0.000146056,-3.55103e-05,0.0999806,0.158354,6,-2500,0.085593,0.085593,-13.8587,-0.1,0.056
-2.933,-2.93186,0.261757,-0.129885,0.000167531,-2.36736e-05,0.0999778,0.156731,6,-2500,0.0917994,0.0917994,-16.5324,-0.1,0.06
-2.933,-2.93186,0.262156,-0.129267,0.00019046,-1.57824e-05,0.0999747,0.156052,6,-2500,0.0979034,0.0979034,-19.1934,-0.1,0.064
-2.933,-2.93186,0.262556,-0.128658,0.000214839,-1.05216e-05,0.0999715,0.154735,5,-2500,0.103852,0.1,-21.8422,-0.1,0.068
-2.93299,-2.93186,0.262956,-0.128046,0.000240663,-7.01439e-06,0.099968,0.154174,5,-2500,0.109588,0.1,-24.4783,-0.1,0.072
-2.93299,-2.93186,0.263356,-0.127429,0.00026793,-4.67626e-06,0.0999644,0.154175,5,-2500,0.115071,0.1,-27.1014,-0.1,0.076
-2.93299,-2.93186,0.263756,-0.12681,0.000296636,-3.1175e-06,0.0999606,0.154405,5,-2500,0.120275,0.1,-29.7111,-0.1,0.08
-2.93299,-2.93186,0.264156,-0.126187,0.000326778,-2.07834e-06,0.0999566,0.154818,4,-2500,0.12518,0.1,-32.3074,-0.1,0.084
-2.93299,-2.93186,0.264556,-0.125566,0.000358351,-1.38556e-06,0.0999524,0.155007,4,-2500,0.129767,0.1,-34.8904,-0.1,0.088
-2.93299,-2.93186,0.264955,-0.124944,0.000391353,-9.23705e-07,0.099948,0.155162,4,-2500,0.134018,0.1,-37.4603,-0.1,0.092
-2.93299,-2.93186,0.265355,-0.124324,0.000425779,-6.15803e-07,0.0999434,0.155121,3,-2500,0.137918,0.1,-40.0172,-0.1,0.096
-2.93298,-2.93186,0.265755,-0.123708,0.000461627,-4.10536e-07,0.0999386,0.154748,3,-2500,0.141452,0.1,-42.5616,-0.1,0.1
-2.93298,-2.93186,0.266155,-0.123093,0.000498892,-2.7369e-07,0.0999336,0.154413,3,-2500,0.144605,0.1,-45.0935,-0.1,0.104
-2.93298,-2.93186,0.266554,-0.122492,0.000537572,-1.8246e-07,0.0999285,0.152981,2,-2500,0.147363,0.1,-47.6137,-0.1,0.108
-2.93298,-2.93186,0.266954,-0.121895,0.000577662,-1.2164e-07,0.0999231,0.151738,2,-2500,0.149712,0.1,-50.1225,-0.1,0.112
-2.93298,-2.93186,0.267354,-0.121302,0.000619159,-8.10935e-08,0.0999175,0.150564,2,-2500,0.151639,0.1,-52.6198,-0.1,0.116
-2.93297,-2.93186,0.267753,-0.120716,0.00066206,-5.40623e-08,0.0999118,0.149263,1,-2500,0.15313,0.1,-55.1058,-0.1,0.12
-2.93297,-2.93186,0.268153,-0.12013,0.000706361,-3.60415e-08,0.0999059,0.14828,1,-2500,0.154171,0.1,-57.5803,-0.1,0.124
-2.93297,-2.93186,0.268553,-0.11951,0.000752058,2.87669e-05,0.0998998,0.150533,1,-2500,0.154771,0.1,-60.041,-0.1,0.128
-2.93296,-2.93186,0.268952,-0.118927,0.000799148,1.91779e-05,0.0998935,0.148983,0,-2500,0.155154,0.1,-62.4902,-0.1,0.132
-2.93296,-2.93186,0.269352,-0.118328,0.000847627,1.27853e-05,0.099887,0.149246,0,-2500,0.154954,0.1,-64.9272,-0.1,0.136
-2.93296,-2.93186,0.269751,-0.117704,0.000897492,8.52353e-06,0.0998803,0.151494,0,-2500,0.15419,0.1,-67.3503,-0.1,0.14
-2.93295,-2.93186,0.270151,-0.117078,0.00094874,5.68235e-06,0.0998734,0.153165,-1,-2500,0.152869,0.1,-69.7595,-0.1,0.144
-2.93295,-2.93186,0.27055,-0.116443,0.00100137,3.78823e-06,0.0998664,0.155028,-1,-2500,0.150991,0.1,-72.155,-0.1,0.148
-2.93295,-2.93186,0.27095,-0.115801,0.00105537,2.52549e-06,0.0998591,0.156788,-2,-2500,0.148555,0.1,-74.5366,-0.1,0.152
-2.93294,-2.93186,0.271349,-0.11517,0.00111074,1.68366e-06,0.0998517,0.157126,-2,-2500,0.145551,0.1,-76.9055,-0.1,0.156
-2.93294,-2.93186,0.271749,-0.114541,0.00116748,1.12244e-06,0.0998441,0.15715,-3,-2500,0.141973,0.1,-79.2622,-0.1,0.16
-2.93293,-2.93186,0.272148,-0.113914,0.00122559,7.48293e-07,0.0998363,0.157022,-4,-2500,0.13781,0.1,-81.6069,-0.1,0.164
-2.93293,-2.93186,0.272547,-0.113285,0.00128506,4.98862e-07,0.0998283,0.157139,-4,-2500,0.13305,0.1,-83.9396,-0.1,0.168
-2.93292,-2.93186,0.272947,-0.112652,0.00134589,3.32575e-07,0.0998201,0.157504,-5,-2500,0.127683,0.1,-86.2601,-0.1,0.172
-2.93292,-2.93186,0.273346,-0.112012,0.00140807,2.21716e-07,0.0998118,0.158295,-5,-2500,0.121697,0.1,-88.5679,-0.1,0.176
-2.93291,-2.93186,0.273745,-0.111369,0.0014716,1.47811e-07,0.0998032,0.159139,-6,-2500,0.115079,0.1,-90.8632,-0.1,0.18
-2.9329,-2.93186,0.274144,-0.110723,0.00153648,9.85406e-08,0.0997945,0.159931,-7,-2500,0.107818,0.1,-93.1459,-0.1,0.184
-2.9329,-2.93186,0.274543,-0.110076,0.0016027,6.56938e-08,0.0997856,0.160518,-7,-2500,0.099901,0.099901,-95.4161,-0.1,0.188
-2.93289,-2.93186,0.274943,-0.109425,0.00167026,2.88347e-05,0.0997765,0.161254,-8,-2500,0.0913363,0.0913363,-97.674,-0.1,0.192
-2.93289,-2.93186,0.275342,-0.108777,0.00173916,7.6805e-05,0.0997672,0.161543,-8,-2500,0.082355,0.082355,-99.9198,-0.1,0.196
-2.93288,-2.93186,0.275741,-0.108124,0.00180939,5.12033e-05,0.0997577,0.162139,-9,-2500,0.0730668,0.0730668,-102.153,-0.1,0.2
-2.93287,-2.93186,0.27614,-0.107468,0.00188096,3.41356e-05,0.0997481,0.162709,-10,-2500,0.062782,0.062782,-104.375,-0.1,0.204
-2.93286,-2.93186,0.276539,-0.106809,0.00195385,2.2757e-05,0.0997382,0.163435,-11,-2500,0.0515678,0.0515678,-106.584,-0.1,0.208
-2.93286,-2.93186,0.276938,-0.10616,0.00202806,1.51714e-05,0.0997282,0.163026,-12,-2500,0.0394636,0.0394636,-108.782,-0.1,0.212
-2.93285,-2.93186,0.277337,-0.105506,0.00210359,1.01142e-05,0.099718,0.163127,-13,-2500,0.0264909,0.0264909,-110.968,-0.1,0.216
-2.93284,-2.93186,0.277735,-0.104853,0.00218044,3.55338e-05,0.0997076,0.163224,-13,-2500,0.0126795,0.0126795,-113.143,-0.1,0.22
-2.93283,-2.93186,0.278134,-0.104197,0.0022586,2.36892e-05,0.0996971,0.163461,-14,-2500,-0.00173043,-0.00173043,-115.306,-0.1,0.224
-2.93282,-2.93186,0.278533,-0.103545,0.00233807,4.45837e-05,0.0996863,0.163331,-15,-2500,-0.0170755,-0.0170755,-117.457,-0.1,0.228
-2.93281,-2.93186,0.278932,-0.102887,0.00241885,5.85134e-05,0.0996754,0.163677,-16,-2500,-0.0330728,-0.0330728,-119.597,-0.1,0.232
-2.9328,-2.93186,0.27933,-0.102226,0.00250092,6.77999e-05,0.0996643,0.164195,-17,-2500,-0.0498052,-0.0498052,-121.726,-0.1,0.236
-2.93279,-2.93186,0.279729,-0.101566,0.0025843,7.39908e-05,0.099653,0.164511,-17,-2500,-0.067333,-0.067333,-123.843,-0.1,0.24
-2.93278,-2.93186,0.280128,-0.100899,0.00266897,4.93272e-05,0.0996415,0.16527,-19,-2500,-0.0857227,-0.0857227,-125.948,-0.1,0.244
-2.93277,-2.93186,0.280526,-0.100237,0.00275494,3.28848e-05,0.0996299,0.165343,-20,-2500,-0.10527,-0.1,-128.041,-0.1,0.248
-2.93276,-2.93186,0.280925,-0.0995688,0.00284219,5.07141e-05,0.0996181,0.165882,-21,-2500,-0.125867,-0.1,-130.123,-0.1,0.252
-2.93275,-2.93186,0.281323,-0.0989096,0.00293073,3.38094e-05,0.0996061,0.165521,-22,-2500,-0.147168,-0.1,-132.195,-0.1,0.256
-2.93273,-2.93186,0.281721,-0.0982532,0.00302055,8.01215e-05,0.0995939,0.16505,-22,-2500,-0.169462,-0.1,-134.255,-0.1,0.26
-2.93272,-2.93186,0.28212,-0.0975992,0.00311164,0.000110996,0.0995815,0.164535,-23,-2500,-0.192184,-0.1,-136.305,-0.1,0.264
-2.93271,-2.93186,0.282518,-0.0969424,0.00320402,0.000131579,0.099569,0.164421,-24,-2500,-0.215497,-0.1,-138.344,-0.1,0.268
-2.9327,-2.93185,0.282916,-0.0962898,0.00329766,0.000174092,0.0995563,0.164,-24,-2500,-0.239494,-0.1,-140.373,-0.1,0.272
-2.93268,-2.93185,0.283315,-0.0956426,0.00339257,0.000173643,0.0995434,0.163259,-25,-2500,-0.264013,-0.1,-142.392,-0.1,0.276
-2.93267,-2.93185,0.283713,-0.0950025,0.00348875,0.000144553,0.0995303,0.162189,-26,-2500,-0.289486,-0.1,-144.401,-0.1,0.28
-2.93266,-2.93185,0.284111,-0.0943643,0.00358618,0.000153951,0.0995171,0.161303,-27,-2500,-0.316164,-0.1,-146.399,-0.1,0.284
-2.93264,-2.93185,0.284509,-0.0937283,0.00368488,0.000131425,0.0995036,0.160539,-29,-2500,-0.343722,-0.1,-148.388,-0.1,0.288
-2.93263,-2.93185,0.284907,-0.0930905,0.00378483,0.000145198,0.09949,0.160174,-30,-2500,-0.372442,-0.1,-150.367,-0.1,0.292
-2.93261,-2.93185,0.285305,-0.0924489,0.00388603,0.000183172,0.0994763,0.160248,-30,-2500,-0.40198,-0.1,-152.336,-0.1,0.296
-2.93259,-2.93185,0.285703,-0.091798,0.00398848,0.000237278,0.0994623,0.161074,-31,-2500,-0.43211,-0.1,-154.293,-0.1,0.3
-2.93258,-2.93185,0.2861,-0.0911437,0.00409217,0.000330931,0.0994482,0.161913,-31,-2500,-0.462666,-0.1,-156.239,-0.1,0.304
-2.93256,-2.93185,0.286498,-0.0904855,0.0041971,0.000393366,0.0994339,0.162788,-32,-2500,-0.493315,-0.1,-158.174,-0.1,0.308
-2.93255,-2.93184,0.286896,-0.0898277,0.00430327,0.000492572,0.0994194,0.163344,-32,-2500,-0.524331,-0.1,-160.098,-0.1,0.312
-2.93253,-2.93184,0.287294,-0.0891647,0.00441067,0.000558708,0.0994047,0.164145,-32,-2500,-0.55541,-0.1,-162.012,-0.1,0.316
-2.93251,-2.93184,0.287691,-0.0885017,0.0045193,0.000689172,0.0993899,0.16468,-32,-2500,-0.586824,-0.1,-163.914,-0.1,0.32
-2.93249,-2.93183,0.288089,-0.0878366,0.00462916,0.000747358,0.0993749,0.165209,-33,-2500,-0.618039,-0.1,-165.805,-0.1,0.324
-2.93247,-2.93183,0.288486,-0.0871709,0.00474025,0.00087252,0.0993597,0.16562,-33,-2500,-0.649692,-0.1,-167.686,-0.1,0.328
-2.93245,-2.93182,0.288884,-0.0865023,0.00485255,0.000955962,0.0993444,0.166124,-33,-2500,-0.681201,-0.1,-169.556,-0.1,0.332
-2.93243,-2.93182,0.289281,-0.0858293,0.00496608,0.00106917,0.0993289,0.166834,-33,-2500,-0.712946,-0.1,-171.415,-0.1,0.336
-2.93241,-2.93181,0.289678,-0.0851556,0.00508081,0.00123102,0.0993132,0.167365,-33,-2500,-0.744626,-0.1,-173.264,-0.1,0.34
-2.93239,-2.9318,0.290075,-0.0844843,0.00519676,0.00145408,0.0992973,0.167517,-32,-2500,-0.775755,-0.1,-175.102,-0.1,0.344
-2.93237,-2.9318,0.290473,-0.0838103,0.00531391,0.00163158,0.0992813,0.167849,-31,-2500,-0.80581,-0.1,-176.93,-0.1,0.348
-2.93235,-2.93179,0.29087,-0.0831393,0.00543226,0.00195145,0.0992651,0.167812,-30,-2500,-0.835124,-0.1,-178.748,-0.1,0.352
-2.93233,-2.93177,0.291267,-0.0824656,0.00555182,0.00225106,0.0992487,0.168017,-28,-2500,-0.862399,-0.1,-180.556,-0.1,0.356
-2.93231,-2.93176,0.291664,-0.0817978,0.00567257,0.00259476,0.0992321,0.167664,-26,-2500,-0.887807,-0.1,-182.354,-0.1,0.36
-2.93228,-2.93175,0.292061,-0.0811286,0.00579452,0.0028239,0.0992154,0.167544,-25,-2500,-0.911035,-0.1,-184.143,-0.1,0.364
-2.93226,-2.93173,0.292457,-0.0804535,0.00591765,0.00306303,0.0991985,0.167953,-24,-2500,-0.933158,-0.1,-185.921,-0.1,0.368
-2.93224,-2.93172,0.292854,-0.0797787,0.00604198,0.00310728,0.0991814,0.168198,-25,-2500,-0.954238,-0.1,-187.689,-0.1,0.372
-2.93221,-2.93171,0.293251,-0.0791016,0.00616748,0.00313679,0.0991642,0.168562,-26,-2500,-0.976117,-0.1,-189.447,-0.1,0.376
-2.93219,-2.9317,0.293647,-0.0784223,0.00629417,0.00304129,0.0991468,0.168978,-28,-2500,-0.999034,-0.1,-191.195,-0.1,0.38
-2.93216,-2.93169,0.294044,-0.0777386,0.00642203,0.00277609,0.0991292,0.169629,-32,-2500,-1.02429,-0.1,-192.932,-0.1,0.384
-2.93214,-2.93168,0.294441,-0.0770535,0.00655106,0.00259929,0.0991115,0.170178,-35,-2500,-1.05341,-0.1,-194.66,-0.1,0.388
-2.93211,-2.93167,0.294837,-0.0763611,0.00668127,0.00248143,0.0990936,0.171149,-37,-2500,-1.08553,-0.1,-196.376,-0.1,0.392
-2.93208,-2.93166,0.295233,-0.0756681,0.00681264,0.00246043,0.0990755,0.171854,-39,-2500,-1.12004,-0.1,-198.083,-0.1,0.396
-2.93205,-2.93165,0.29563,-0.0749736,0.00694518,0.00264797,0.0990573,0.172439,-39,-2500,-1.1559,-0.1,-199.779,-0.1,0.4
-2.93203,-2.93164,0.296026,-0.0742837,0.00707887,0.00285937,0.0990388,0.172455,-38,-2500,-1.19114,-0.1,-201.466,-0.1,0.404
-2.932,-2.93162,0.296422,-0.0735944,0.00721372,0.00311546,0.0990203,0.172408,-37,-2500,-1.22554,-0.1,-203.143,-0.1,0.408
-2.93197,-2.93161,0.296818,-0.0729159,0.00734973,0.00337257,0.0990015,0.171484,-36,-2500,-1.25867,-0.1,-204.811,-0.1,0.412
-2.93194,-2.93159,0.297214,-0.0722356,0.00748689,0.00363034,0.0989826,0.171012,-35,-2500,-1.29056,-0.1,-206.471,-0.1,0.416
-2.93191,-2.93157,0.29761,-0.0715574,0.00762519,0.00388857,0.0989635,0.170525,-34,-2500,-1.32119,-0.1,-208.121,-0.1,0.42
-2.93188,-2.93155,0.298006,-0.0708789,0.00776463,0.00414709,0.0989443,0.170228,-33,-2500,-1.35059,-0.1,-209.763,-0.1,0.424
-2.93185,-2.93153,0.298401,-0.0701979,0.00790522,0.00446339,0.0989248,0.170233,-31,-2500,-1.37872,-0.1,-211.395,-0.1,0.428
-2.93181,-2.93151,0.298797,-0.0695159,0.00804694,0.00470305,0.0989053,0.170322,-30,-2500,-1.4051,-0.1,-213.017,-0.1,0.432
-2.93178,-2.93149,0.299193,-0.068828,0.00818979,0.00483403,0.0988855,0.17087,-30,-2500,-1.43056,-0.1,-214.631,-0.1,0.436
-2.93175,-2.93147,0.299588,-0.0681474,0.00833378,0.00480619,0.0988656,0.170632,-32,-2500,-1.45622,-0.1,-216.235,-0.1,0.44
-2.93172,-2.93145,0.299983,-0.0674561,0.00847889,0.00473004,0.0988455,0.171365,-34,-2500,-1.48363,-0.1,-217.829,-0.1,0.444
-2.93168,-2.93143,0.300379,-0.06677,0.00862513,0.00476565,0.0988253,0.171422,-35,-2500,-1.51315,-0.1,-219.414,-0.1,0.448
-2.93165,-2.93141,0.300774,-0.0660848,0.00877248,0.00481819,0.0988049,0.171374,-37,-2500,-1.54375,-0.1,-220.99,-0.1,0.452
-2.93161,-2.93139,0.301169,-0.0653966,0.00892096,0.00499716,0.0987843,0.171601,-36,-2500,-1.57518,-0.1,-222.557,-0.1,0.456
-2.93158,-2.93137,0.301564,-0.0647146,0.00907054,0.00517406,0.0987636,0.171234,-36,-2500,-1.60628,-0.1,-224.115,-0.1,0.46
-2.93154,-2.93135,0.301959,-0.0640264,0.00922124,0.00540716,0.0987427,0.171507,-35,-2500,-1.63702,-0.1,-225.664,-0.1,0.464
-2.9315,-2.93132,0.302354,-0.0633437,0.00937304,0.00570651,0.0987216,0.171229,-34,-2500,-1.66686,-0.1,-227.204,-0.1,0.468
-2.93146,-2.9313,0.302749,-0.0626617,0.00952595,0.00593487,0.0987004,0.170986,-33,-2500,-1.69522,-0.1,-228.736,-0.1,0.472
-2.93143,-2.93127,0.303144,-0.0619832,0.00967996,0.0061159,0.098679,0.170536,-33,-2500,-1.72284,-0.1,-230.259,-0.1,0.476
-2.93139,-2.93125,0.303539,-0.0613029,0.00983507,0.00620779,0.0986575,0.17038,-34,-2500,-1.75022,-0.1,-231.774,-0.1,0.48
-2.93135,-2.93122,0.303933,-0.060624,0.00999127,0.00629785,0.0986358,0.170161,-35,-2500,-1.77821,-0.1,-233.279,-0.1,0.484
-2.93131,-2.93119,0.304328,-0.059941,0.0101486,0.00641547,0.0986139,0.17036,-35,-2500,-1.80682,-0.1,-234.777,-0.1,0.488
-2.93127,-2.93117,0.304722,-0.0592666,0.0103069,0.00655146,0.0985919,0.169773,-36,-2500,-1.83579,-0.1,-236.265,-0.1,0.492
-2.93122,-2.93114,0.305116,-0.0585943,0.0104664,0.0067285,0.0985697,0.169209,-35,-2500,-1.86493,-0.1,-237.746,-0.1,0.496
-2.93118,-2.93111,0.305511,-0.0579192,0.0106269,0.0069041,0.0985474,0.169064,-35,-2500,-1.89386,-0.1,-239.219,-0.1,0.5
-2.93114,-2.93108,0.305905,-0.0572444,0.0107886,0.00704996,0.0985248,0.168938,-36,-2500,-1.92263,-0.1,-240.683,-0.1,0.504
-2.9311,-2.93105,0.306299,-0.0565648,0.0109513,0.0071472,0.0985022,0.169257,-36,-2500,-1.95157,-0.1,-242.138,-0.1,0.508
-2.93105,-2.93102,0.306693,-0.0558846,0.011115,0.00735599,0.0984794,0.169527,-36,-2500,-1.98105,-0.1,-243.584,-0.1,0.512
-2.93101,-2.93099,0.307087,-0.0551998,0.0112799,0.00743759,0.0984564,0.170082,-37,-2500,-2.01015,-0.1,-245.022,-0.1,0.516
-2.93096,-2.93096,0.30748,-0.0545074,0.0114458,0.00769353,0.0984332,0.171085,-36,-2500,-2.03993,-0.1,-246.45,-0.1,0.52
-2.93091,-2.93092,0.307874,-0.0538151,0.0116127,0.00797932,0.0984099,0.171754,-35,-2500,-2.06875,-0.1,-247.87,-0.1,0.524
-2.93087,-2.93089,0.308268,-0.0531286,0.0117807,0.00819864,0.0983864,0.17171,-35,-2500,-2.09639,-0.1,-249.281,-0.1,0.528
-2.93082,-2.93085,0.308661,-0.0524411,0.0119498,0.00831606,0.0983628,0.171767,-35,-2500,-2.12355,-0.1,-250.683,-0.1,0.532
-2.93077,-2.93082,0.309055,-0.0517587,0.0121199,0.00842313,0.098339,0.171374,-36,-2500,-2.15123,-0.1,-252.078,-0.1,0.536
-2.93072,-2.93078,0.309448,-0.0510836,0.0122911,0.00852331,0.0983151,0.170507,-37,-2500,-2.17951,-0.1,-253.465,-0.1,0.54
-2.93067,-2.93075,0.309841,-0.0504054,0.0124633,0.00864767,0.098291,0.170188,-37,-2500,-2.20847,-0.1,-254.844,-0.1,0.544
-2.93062,-2.93071,0.310234,-0.0497366,0.0126366,0.00878816,0.0982668,0.169198,-38,-2500,-2.23786,-0.1,-256.216,-0.1,0.548
-2.93057,-2.93067,0.310627,-0.0490646,0.0128109,0.0089394,0.0982423,0.168797,-38,-2500,-2.26755,-0.1,-257.58,-0.1,0.552
